"iso3","country","pollutant_name","duration","aqs_numeric","aqs_slices"
"COD","Democratic Republic of the Congo","NO2","1h",NA,"Data not available"
"COD","Democratic Republic of the Congo","NO2","24h",NA,"Data not available"
"COD","Democratic Republic of the Congo","NO2","yr",NA,"Data not available"
"COD","Democratic Republic of the Congo","O3","8h",NA,"Data not available"
"COD","Democratic Republic of the Congo","PM10","24h",NA,"Data not available"
"COD","Democratic Republic of the Congo","PM10","yr",NA,"Data not available"
"COD","Democratic Republic of the Congo","PM25","24h",NA,"Data not available"
"COD","Democratic Republic of the Congo","PM25","yr",NA,"Data not available"
"COD","Democratic Republic of the Congo","SO2","10m",NA,"Data not available"
"COD","Democratic Republic of the Congo","SO2","24h",NA,"Data not available"
"DNK","Denmark","CO","15m",NA,"Data not available"
"DNK","Denmark","CO","1h",NA,"Data not available"
"DNK","Denmark","CO","24h",4000,"≤4,000"
"DNK","Denmark","CO","8h",10000,"≤10,000"
"DNK","Denmark","NO2","1h",200,"≤200"
"DNK","Denmark","NO2","24h",50,">25 to 50"
"DNK","Denmark","NO2","yr",20,">10 to 20"
"DNK","Denmark","O3","8h",120,">100 to 120"
"DNK","Denmark","PM10","24h",45,"≤45"
"DNK","Denmark","PM10","yr",20,">15 to 20"
"DNK","Denmark","PM25","24h",25,">15 to 25"
"DNK","Denmark","PM25","yr",10,">5 to 10"
"DNK","Denmark","SO2","10m",NA,"Data not available"
"DNK","Denmark","SO2","24h",50,">40 to 50"
"DJI","Djibouti","CO","15m",NA,"Non-existent AQS"
"DJI","Djibouti","CO","1h",NA,"Non-existent AQS"
"DJI","Djibouti","CO","24h",NA,"Non-existent AQS"
"DJI","Djibouti","CO","8h",NA,"Non-existent AQS"
"DJI","Djibouti","NO2","1h",NA,"Non-existent AQS"
"DJI","Djibouti","NO2","24h",NA,"Non-existent AQS"
"DJI","Djibouti","NO2","yr",NA,"Non-existent AQS"
"DJI","Djibouti","O3","8h",NA,"Non-existent AQS"
"DJI","Djibouti","PM10","24h",NA,"Non-existent AQS"
"DJI","Djibouti","PM10","yr",NA,"Non-existent AQS"
"DJI","Djibouti","PM25","24h",NA,"Non-existent AQS"
"DJI","Djibouti","PM25","yr",NA,"Non-existent AQS"
"DJI","Djibouti","SO2","10m",NA,"Non-existent AQS"
"DJI","Djibouti","SO2","24h",NA,"Non-existent AQS"
"DMA","Dominica","CO","15m",NA,"Non-existent AQS"
"DMA","Dominica","CO","1h",NA,"Non-existent AQS"
"DMA","Dominica","CO","24h",NA,"Non-existent AQS"
"DMA","Dominica","CO","8h",NA,"Non-existent AQS"
"DMA","Dominica","NO2","1h",NA,"Non-existent AQS"
"DMA","Dominica","NO2","24h",NA,"Non-existent AQS"
"DMA","Dominica","NO2","yr",NA,"Non-existent AQS"
"DMA","Dominica","O3","8h",NA,"Non-existent AQS"
"DMA","Dominica","PM10","24h",NA,"Non-existent AQS"
"DMA","Dominica","PM10","yr",NA,"Non-existent AQS"
"DMA","Dominica","PM25","24h",NA,"Non-existent AQS"
"DMA","Dominica","PM25","yr",NA,"Non-existent AQS"
"DMA","Dominica","SO2","10m",NA,"Non-existent AQS"
"DMA","Dominica","SO2","24h",NA,"Non-existent AQS"
"DOM","Dominican Republic","CO","15m",NA,"Data not available"
"DOM","Dominican Republic","CO","1h",40000,">35,000"
"DOM","Dominican Republic","CO","24h",NA,"Data not available"
"DOM","Dominican Republic","CO","8h",10000,"≤10,000"
"DOM","Dominican Republic","NO2","1h",400,">200"
"DOM","Dominican Republic","NO2","24h",300,">120"
"DOM","Dominican Republic","NO2","yr",100,">40"
"DOM","Dominican Republic","O3","8h",160,">120 to 160"
"DOM","Dominican Republic","PM10","24h",150,">100 to 150"
"DOM","Dominican Republic","PM10","yr",50,">30 to 50"
"DOM","Dominican Republic","PM25","24h",65,">50 to 75"
"DOM","Dominican Republic","PM25","yr",15,">10 to 15"
"DOM","Dominican Republic","SO2","10m",NA,"Data not available"
"DOM","Dominican Republic","SO2","24h",150,">125"
"ECU","Ecuador","CO","15m",NA,"Data not available"
"ECU","Ecuador","CO","1h",30000,"≤35,000"
"ECU","Ecuador","CO","24h",NA,"Data not available"
"ECU","Ecuador","CO","8h",10000,"≤10,000"
"ECU","Ecuador","NO2","1h",200,"≤200"
"ECU","Ecuador","NO2","24h",NA,"Data not available"
"ECU","Ecuador","NO2","yr",40,">30 to 40"
"ECU","Ecuador","O3","8h",100,"≤100"
"ECU","Ecuador","PM10","24h",100,">75 to 100"
"ECU","Ecuador","PM10","yr",50,">30 to 50"
"ECU","Ecuador","PM25","24h",50,">37.5 to 50"
"ECU","Ecuador","PM25","yr",15,">10 to 15"
"ECU","Ecuador","SO2","10m",500,"≤500"
"ECU","Ecuador","SO2","24h",125,">50 to 125"
"EGY","Egypt","CO","15m",NA,"Data not available"
"EGY","Egypt","CO","1h",30000,"≤35,000"
"EGY","Egypt","CO","24h",NA,"Data not available"
"EGY","Egypt","CO","8h",10000,"≤10,000"
"EGY","Egypt","NO2","1h",400,">200"
"EGY","Egypt","NO2","24h",150,">120"
"EGY","Egypt","NO2","yr",NA,"Data not available"
"EGY","Egypt","O3","8h",120,">100 to 120"
"EGY","Egypt","PM10","24h",150,">100 to 150"
"EGY","Egypt","PM10","yr",70,">50 to 70"
"EGY","Egypt","PM25","24h",NA,"Data not available"
"EGY","Egypt","PM25","yr",NA,"Data not available"
"EGY","Egypt","SO2","10m",NA,"Data not available"
"EGY","Egypt","SO2","24h",150,">125"
"SLV","El Salvador","CO","15m",NA,"Data not available"
"SLV","El Salvador","CO","1h",40000,">35,000"
"SLV","El Salvador","CO","24h",NA,"Data not available"
"SLV","El Salvador","CO","8h",10000,"≤10,000"
"SLV","El Salvador","NO2","1h",NA,"Data not available"
"SLV","El Salvador","NO2","24h",NA,"Data not available"
"SLV","El Salvador","NO2","yr",NA,"Data not available"
"SLV","El Salvador","O3","8h",120,">100 to 120"
"SLV","El Salvador","PM10","24h",150,">100 to 150"
"SLV","El Salvador","PM10","yr",50,">30 to 50"
"SLV","El Salvador","PM25","24h",65,">50 to 75"
"SLV","El Salvador","PM25","yr",15,">10 to 15"
"SLV","El Salvador","SO2","10m",NA,"Data not available"
"SLV","El Salvador","SO2","24h",365,">125"
"GNQ","Equatorial Guinea","CO","15m",NA,"Data not available"
"GNQ","Equatorial Guinea","CO","1h",NA,"Data not available"
"GNQ","Equatorial Guinea","CO","24h",NA,"Data not available"
"GNQ","Equatorial Guinea","CO","8h",NA,"Data not available"
"GNQ","Equatorial Guinea","NO2","1h",NA,"Data not available"
"GNQ","Equatorial Guinea","NO2","24h",NA,"Data not available"
"GNQ","Equatorial Guinea","NO2","yr",NA,"Data not available"
"GNQ","Equatorial Guinea","O3","8h",NA,"Data not available"
"GNQ","Equatorial Guinea","PM10","24h",NA,"Data not available"
"GNQ","Equatorial Guinea","PM10","yr",NA,"Data not available"
"GNQ","Equatorial Guinea","PM25","24h",NA,"Data not available"
"GNQ","Equatorial Guinea","PM25","yr",NA,"Data not available"
"GNQ","Equatorial Guinea","SO2","10m",NA,"Data not available"
"GNQ","Equatorial Guinea","SO2","24h",NA,"Data not available"
"ERI","Eritrea","CO","15m",NA,"Data not available"
"ERI","Eritrea","CO","1h",NA,"Data not available"
"ERI","Eritrea","CO","24h",NA,"Data not available"
"ERI","Eritrea","CO","8h",NA,"Data not available"
"ERI","Eritrea","NO2","1h",NA,"Data not available"
"ERI","Eritrea","NO2","24h",NA,"Data not available"
"ERI","Eritrea","NO2","yr",NA,"Data not available"
"ERI","Eritrea","O3","8h",NA,"Data not available"
"ERI","Eritrea","PM10","24h",NA,"Data not available"
"ERI","Eritrea","PM10","yr",NA,"Data not available"
"ERI","Eritrea","PM25","24h",NA,"Data not available"
"ERI","Eritrea","PM25","yr",NA,"Data not available"
"ERI","Eritrea","SO2","10m",NA,"Data not available"
"ERI","Eritrea","SO2","24h",NA,"Data not available"
"EST","Estonia","CO","15m",NA,"Data not available"
"EST","Estonia","CO","1h",NA,"Data not available"
"EST","Estonia","CO","24h",4000,"≤4,000"
"EST","Estonia","CO","8h",10000,"≤10,000"
"EST","Estonia","NO2","1h",200,"≤200"
"EST","Estonia","NO2","24h",50,">25 to 50"
"EST","Estonia","NO2","yr",20,">10 to 20"
"EST","Estonia","O3","8h",120,">100 to 120"
"EST","Estonia","PM10","24h",45,"≤45"
"EST","Estonia","PM10","yr",20,">15 to 20"
"EST","Estonia","PM25","24h",25,">15 to 25"
"EST","Estonia","PM25","yr",10,">5 to 10"
"EST","Estonia","SO2","10m",NA,"Data not available"
"EST","Estonia","SO2","24h",50,">40 to 50"
"SWZ","Eswatini","CO","15m",NA,"Data not available"
"SWZ","Eswatini","CO","1h",30000,"≤35,000"
"SWZ","Eswatini","CO","24h",10000,">7,000"
"SWZ","Eswatini","CO","8h",NA,"Data not available"
"SWZ","Eswatini","NO2","1h",200,"≤200"
"SWZ","Eswatini","NO2","24h",50,">25 to 50"
"SWZ","Eswatini","NO2","yr",40,">30 to 40"
"SWZ","Eswatini","O3","8h",NA,"Data not available"
"SWZ","Eswatini","PM10","24h",50,">45 to 50"
"SWZ","Eswatini","PM10","yr",40,">30 to 50"
"SWZ","Eswatini","PM25","24h",NA,"Data not available"
"SWZ","Eswatini","PM25","yr",NA,"Data not available"
"SWZ","Eswatini","SO2","10m",NA,"Data not available"
"SWZ","Eswatini","SO2","24h",125,">50 to 125"
"ETH","Ethiopia","CO","15m",NA,"Data not available"
"ETH","Ethiopia","CO","1h",NA,"Data not available"
"ETH","Ethiopia","CO","24h",NA,"Data not available"
"ETH","Ethiopia","CO","8h",NA,"Data not available"
"ETH","Ethiopia","NO2","1h",NA,"Data not available"
"ETH","Ethiopia","NO2","24h",NA,"Data not available"
"ETH","Ethiopia","NO2","yr",NA,"Data not available"
"ETH","Ethiopia","O3","8h",NA,"Data not available"
"ETH","Ethiopia","PM10","24h",NA,"Data not available"
"ETH","Ethiopia","PM10","yr",NA,"Data not available"
"ETH","Ethiopia","PM25","24h",NA,"Data not available"
"ETH","Ethiopia","PM25","yr",NA,"Data not available"
"ETH","Ethiopia","SO2","10m",NA,"Data not available"
"ETH","Ethiopia","SO2","24h",NA,"Data not available"
"FLK","Falkland Islands (Malvinas)","CO","15m",NA,"Data not available"
"FLK","Falkland Islands (Malvinas)","CO","1h",NA,"Data not available"
"FLK","Falkland Islands (Malvinas)","CO","24h",NA,"Data not available"
"FLK","Falkland Islands (Malvinas)","CO","8h",NA,"Data not available"
"FLK","Falkland Islands (Malvinas)","NO2","1h",NA,"Data not available"
"FLK","Falkland Islands (Malvinas)","NO2","24h",NA,"Data not available"
"FLK","Falkland Islands (Malvinas)","NO2","yr",NA,"Data not available"
"FLK","Falkland Islands (Malvinas)","O3","8h",NA,"Data not available"
"FLK","Falkland Islands (Malvinas)","PM10","24h",NA,"Data not available"
"FLK","Falkland Islands (Malvinas)","PM10","yr",NA,"Data not available"
"FLK","Falkland Islands (Malvinas)","PM25","24h",NA,"Data not available"
"FLK","Falkland Islands (Malvinas)","PM25","yr",NA,"Data not available"
"FLK","Falkland Islands (Malvinas)","SO2","10m",NA,"Data not available"
"FLK","Falkland Islands (Malvinas)","SO2","24h",NA,"Data not available"
"FRO","Faroe Islands","CO","15m",NA,"Data not available"
"FRO","Faroe Islands","CO","1h",NA,"Data not available"
"FRO","Faroe Islands","CO","24h",NA,"Data not available"
"FRO","Faroe Islands","CO","8h",NA,"Data not available"
"FRO","Faroe Islands","NO2","1h",NA,"Data not available"
"FRO","Faroe Islands","NO2","24h",NA,"Data not available"
"FRO","Faroe Islands","NO2","yr",NA,"Data not available"
"FRO","Faroe Islands","O3","8h",NA,"Data not available"
"FRO","Faroe Islands","PM10","24h",NA,"Data not available"
"FRO","Faroe Islands","PM10","yr",NA,"Data not available"
"FRO","Faroe Islands","PM25","24h",NA,"Data not available"
"FRO","Faroe Islands","PM25","yr",NA,"Data not available"
"FRO","Faroe Islands","SO2","10m",NA,"Data not available"
"FRO","Faroe Islands","SO2","24h",NA,"Data not available"
"FJI","Fiji","CO","15m",NA,"Data not available"
"FJI","Fiji","CO","1h",NA,"Data not available"
"FJI","Fiji","CO","24h",NA,"Data not available"
"FJI","Fiji","CO","8h",10000,"≤10,000"
"FJI","Fiji","NO2","1h",200,"≤200"
"FJI","Fiji","NO2","24h",NA,"Data not available"
"FJI","Fiji","NO2","yr",NA,"Data not available"
"FJI","Fiji","O3","8h",NA,"Data not available"
"FJI","Fiji","PM10","24h",50,">45 to 50"
"FJI","Fiji","PM10","yr",NA,"Data not available"
"FJI","Fiji","PM25","24h",NA,"Data not available"
"FJI","Fiji","PM25","yr",NA,"Data not available"
"FJI","Fiji","SO2","10m",NA,"Data not available"
"FJI","Fiji","SO2","24h",NA,"Data not available"
"FIN","Finland","CO","15m",NA,"Data not available"
"FIN","Finland","CO","1h",NA,"Data not available"
"FIN","Finland","CO","24h",4000,"≤4,000"
"FIN","Finland","CO","8h",10000,"≤10,000"
"FIN","Finland","NO2","1h",200,"≤200"
"FIN","Finland","NO2","24h",50,">25 to 50"
"FIN","Finland","NO2","yr",20,">10 to 20"
"FIN","Finland","O3","8h",120,">100 to 120"
"FIN","Finland","PM10","24h",45,"≤45"
"FIN","Finland","PM10","yr",20,">15 to 20"
"FIN","Finland","PM25","24h",25,">15 to 25"
"FIN","Finland","PM25","yr",10,">5 to 10"
"FIN","Finland","SO2","10m",NA,"Data not available"
"FIN","Finland","SO2","24h",50,">40 to 50"
"FRA","France","CO","15m",NA,"Data not available"
"FRA","France","CO","1h",NA,"Data not available"
"FRA","France","CO","24h",4000,"≤4,000"
"FRA","France","CO","8h",10000,"≤10,000"
"FRA","France","NO2","1h",200,"≤200"
"FRA","France","NO2","24h",50,">25 to 50"
"FRA","France","NO2","yr",20,">10 to 20"
"FRA","France","O3","8h",120,">100 to 120"
"FRA","France","PM10","24h",45,"≤45"
"FRA","France","PM10","yr",20,">15 to 20"
"FRA","France","PM25","24h",25,">15 to 25"
"FRA","France","PM25","yr",10,">5 to 10"
"FRA","France","SO2","10m",NA,"Data not available"
"FRA","France","SO2","24h",50,">40 to 50"
"GUF","French Guiana","CO","15m",NA,"Data not available"
"GUF","French Guiana","CO","1h",NA,"Data not available"
"GUF","French Guiana","CO","24h",NA,"Data not available"
"GUF","French Guiana","CO","8h",NA,"Data not available"
"GUF","French Guiana","NO2","1h",NA,"Data not available"
"GUF","French Guiana","NO2","24h",NA,"Data not available"
"GUF","French Guiana","NO2","yr",NA,"Data not available"
"GUF","French Guiana","O3","8h",NA,"Data not available"
"GUF","French Guiana","PM10","24h",NA,"Data not available"
"GUF","French Guiana","PM10","yr",NA,"Data not available"
"GUF","French Guiana","PM25","24h",NA,"Data not available"
"GUF","French Guiana","PM25","yr",NA,"Data not available"
"GUF","French Guiana","SO2","10m",NA,"Data not available"
"GUF","French Guiana","SO2","24h",NA,"Data not available"
"PYF","French Polynesia","CO","15m",NA,"Non-existent AQS"
"PYF","French Polynesia","CO","1h",NA,"Non-existent AQS"
"PYF","French Polynesia","CO","24h",NA,"Non-existent AQS"
"PYF","French Polynesia","CO","8h",NA,"Non-existent AQS"
"PYF","French Polynesia","NO2","1h",NA,"Non-existent AQS"
"PYF","French Polynesia","NO2","24h",NA,"Non-existent AQS"
"PYF","French Polynesia","NO2","yr",NA,"Non-existent AQS"
"PYF","French Polynesia","O3","8h",NA,"Non-existent AQS"
"PYF","French Polynesia","PM10","24h",NA,"Non-existent AQS"
"PYF","French Polynesia","PM10","yr",NA,"Non-existent AQS"
"PYF","French Polynesia","PM25","24h",NA,"Non-existent AQS"
"PYF","French Polynesia","PM25","yr",NA,"Non-existent AQS"
"PYF","French Polynesia","SO2","10m",NA,"Non-existent AQS"
"PYF","French Polynesia","SO2","24h",NA,"Non-existent AQS"
"ATF","French Southern Territories","CO","15m",NA,"Data not available"
"ATF","French Southern Territories","CO","1h",NA,"Data not available"
"ATF","French Southern Territories","CO","24h",NA,"Data not available"
"ATF","French Southern Territories","CO","8h",NA,"Data not available"
"ATF","French Southern Territories","NO2","1h",NA,"Data not available"
"ATF","French Southern Territories","NO2","24h",NA,"Data not available"
"ATF","French Southern Territories","NO2","yr",NA,"Data not available"
"ATF","French Southern Territories","O3","8h",NA,"Data not available"
"ATF","French Southern Territories","PM10","24h",NA,"Data not available"
"ATF","French Southern Territories","PM10","yr",NA,"Data not available"
"ATF","French Southern Territories","PM25","24h",NA,"Data not available"
"ATF","French Southern Territories","PM25","yr",NA,"Data not available"
"ATF","French Southern Territories","SO2","10m",NA,"Data not available"
"ATF","French Southern Territories","SO2","24h",NA,"Data not available"
"GAB","Gabon","CO","15m",NA,"Data not available"
"GAB","Gabon","CO","1h",NA,"Data not available"
"GAB","Gabon","CO","24h",NA,"Data not available"
"GAB","Gabon","CO","8h",NA,"Data not available"
"GAB","Gabon","NO2","1h",NA,"Data not available"
"GAB","Gabon","NO2","24h",NA,"Data not available"
"GAB","Gabon","NO2","yr",NA,"Data not available"
"GAB","Gabon","O3","8h",NA,"Data not available"
"GAB","Gabon","PM10","24h",NA,"Data not available"
"GAB","Gabon","PM10","yr",NA,"Data not available"
"GAB","Gabon","PM25","24h",NA,"Data not available"
"GAB","Gabon","PM25","yr",NA,"Data not available"
"GAB","Gabon","SO2","10m",NA,"Data not available"
"GAB","Gabon","SO2","24h",NA,"Data not available"
"GMB","Gambia","CO","15m",NA,"Data not available"
"GMB","Gambia","CO","1h",NA,"Data not available"
"GMB","Gambia","CO","24h",NA,"Data not available"
"GMB","Gambia","CO","8h",NA,"Data not available"
"GMB","Gambia","NO2","1h",NA,"Data not available"
"GMB","Gambia","NO2","24h",NA,"Data not available"
"GMB","Gambia","NO2","yr",40,">30 to 40"
"GMB","Gambia","O3","8h",NA,"Data not available"
"GMB","Gambia","PM10","24h",50,">45 to 50"
"GMB","Gambia","PM10","yr",NA,"Data not available"
"GMB","Gambia","PM25","24h",NA,"Data not available"
"GMB","Gambia","PM25","yr",NA,"Data not available"
"GMB","Gambia","SO2","10m",NA,"Data not available"
"GMB","Gambia","SO2","24h",125,">50 to 125"
"GEO","Georgia","CO","15m",NA,"Data not available"
"GEO","Georgia","CO","1h",NA,"Data not available"
"GEO","Georgia","CO","24h",NA,"Data not available"
"GEO","Georgia","CO","8h",10000,"≤10,000"
"GEO","Georgia","NO2","1h",200,"≤200"
"GEO","Georgia","NO2","24h",NA,"Data not available"
"GEO","Georgia","NO2","yr",40,">30 to 40"
"GEO","Georgia","O3","8h",120,">100 to 120"
"GEO","Georgia","PM10","24h",50,">45 to 50"
"GEO","Georgia","PM10","yr",40,">30 to 50"
"GEO","Georgia","PM25","24h",NA,"Data not available"
"GEO","Georgia","PM25","yr",25,">15 to 25"
"GEO","Georgia","SO2","10m",NA,"Data not available"
"GEO","Georgia","SO2","24h",125,">50 to 125"
"DEU","Germany","CO","15m",NA,"Data not available"
"DEU","Germany","CO","1h",NA,"Data not available"
"DEU","Germany","CO","24h",4000,"≤4,000"
"DEU","Germany","CO","8h",10000,"≤10,000"
"DEU","Germany","NO2","1h",200,"≤200"
"DEU","Germany","NO2","24h",50,">25 to 50"
"DEU","Germany","NO2","yr",20,">10 to 20"
"DEU","Germany","O3","8h",120,">100 to 120"
"DEU","Germany","PM10","24h",45,"≤45"
"DEU","Germany","PM10","yr",20,">15 to 20"
"DEU","Germany","PM25","24h",25,">15 to 25"
"DEU","Germany","PM25","yr",10,">5 to 10"
"DEU","Germany","SO2","10m",NA,"Data not available"
"DEU","Germany","SO2","24h",50,">40 to 50"
"GHA","Ghana","CO","15m",NA,"Data not available"
"GHA","Ghana","CO","1h",NA,"Data not available"
"GHA","Ghana","CO","24h",NA,"Data not available"
"GHA","Ghana","CO","8h",NA,"Data not available"
"GHA","Ghana","NO2","1h",250,">200"
"GHA","Ghana","NO2","24h",150,">120"
"GHA","Ghana","NO2","yr",NA,"Data not available"
"GHA","Ghana","O3","8h",NA,"Data not available"
"GHA","Ghana","PM10","24h",70,">50 to 75"
"GHA","Ghana","PM10","yr",70,">50 to 70"
"GHA","Ghana","PM25","24h",35,">25 to 37.5"
"GHA","Ghana","PM25","yr",NA,"Data not available"
"GHA","Ghana","SO2","10m",NA,"Data not available"
"GHA","Ghana","SO2","24h",50,">40 to 50"
"GIB","Gibraltar","CO","15m",NA,"Data not available"
"GIB","Gibraltar","CO","1h",NA,"Data not available"
"GIB","Gibraltar","CO","24h",NA,"Data not available"
"GIB","Gibraltar","CO","8h",10000,"≤10,000"
"GIB","Gibraltar","NO2","1h",200,"≤200"
"GIB","Gibraltar","NO2","24h",NA,"Data not available"
"GIB","Gibraltar","NO2","yr",40,">30 to 40"
"GIB","Gibraltar","O3","8h",120,">100 to 120"
"GIB","Gibraltar","PM10","24h",50,">45 to 50"
"GIB","Gibraltar","PM10","yr",40,">30 to 50"
"GIB","Gibraltar","PM25","24h",NA,"Data not available"
"GIB","Gibraltar","PM25","yr",20,">15 to 25"
"GIB","Gibraltar","SO2","10m",NA,"Data not available"
"GIB","Gibraltar","SO2","24h",125,">50 to 125"
"GRC","Greece","CO","15m",NA,"Data not available"
"GRC","Greece","CO","1h",NA,"Data not available"
"GRC","Greece","CO","24h",4000,"≤4,000"
"GRC","Greece","CO","8h",10000,"≤10,000"
"GRC","Greece","NO2","1h",200,"≤200"
"GRC","Greece","NO2","24h",50,">25 to 50"
"GRC","Greece","NO2","yr",20,">10 to 20"
"GRC","Greece","O3","8h",120,">100 to 120"
"GRC","Greece","PM10","24h",45,"≤45"
"GRC","Greece","PM10","yr",20,">15 to 20"
"GRC","Greece","PM25","24h",25,">15 to 25"
"GRC","Greece","PM25","yr",10,">5 to 10"
"GRC","Greece","SO2","10m",NA,"Data not available"
"GRC","Greece","SO2","24h",50,">40 to 50"
"GRL","Greenland","CO","15m",NA,"Data not available"
"GRL","Greenland","CO","1h",NA,"Data not available"
"GRL","Greenland","CO","24h",NA,"Data not available"
"GRL","Greenland","CO","8h",NA,"Data not available"
"GRL","Greenland","NO2","1h",NA,"Data not available"
"GRL","Greenland","NO2","24h",NA,"Data not available"
"GRL","Greenland","NO2","yr",NA,"Data not available"
"GRL","Greenland","O3","8h",NA,"Data not available"
"GRL","Greenland","PM10","24h",NA,"Data not available"
"GRL","Greenland","PM10","yr",NA,"Data not available"
"GRL","Greenland","PM25","24h",NA,"Data not available"
"GRL","Greenland","PM25","yr",NA,"Data not available"
"GRL","Greenland","SO2","10m",NA,"Data not available"
"GRL","Greenland","SO2","24h",NA,"Data not available"
"GRD","Grenada","CO","15m",NA,"Data not available"
"GRD","Grenada","CO","1h",NA,"Data not available"
"GRD","Grenada","CO","24h",NA,"Data not available"
"GRD","Grenada","CO","8h",NA,"Data not available"
"GRD","Grenada","NO2","1h",NA,"Data not available"
"GRD","Grenada","NO2","24h",NA,"Data not available"
"GRD","Grenada","NO2","yr",NA,"Data not available"
"GRD","Grenada","O3","8h",NA,"Data not available"
"GRD","Grenada","PM10","24h",NA,"Data not available"
"GRD","Grenada","PM10","yr",NA,"Data not available"
"GRD","Grenada","PM25","24h",NA,"Data not available"
"GRD","Grenada","PM25","yr",NA,"Data not available"
"GRD","Grenada","SO2","10m",NA,"Data not available"
"GRD","Grenada","SO2","24h",NA,"Data not available"
"GLP","Guadeloupe","CO","15m",NA,"Data not available"
"GLP","Guadeloupe","CO","1h",NA,"Data not available"
"GLP","Guadeloupe","CO","24h",NA,"Data not available"
"GLP","Guadeloupe","CO","8h",NA,"Data not available"
"GLP","Guadeloupe","NO2","1h",NA,"Data not available"
"GLP","Guadeloupe","NO2","24h",NA,"Data not available"
"GLP","Guadeloupe","NO2","yr",NA,"Data not available"
"GLP","Guadeloupe","O3","8h",NA,"Data not available"
"GLP","Guadeloupe","PM10","24h",NA,"Data not available"
"GLP","Guadeloupe","PM10","yr",NA,"Data not available"
"GLP","Guadeloupe","PM25","24h",NA,"Data not available"
"GLP","Guadeloupe","PM25","yr",NA,"Data not available"
"GLP","Guadeloupe","SO2","10m",NA,"Data not available"
"GLP","Guadeloupe","SO2","24h",NA,"Data not available"
"GUM","Guam","CO","15m",NA,"Data not available"
"GUM","Guam","CO","1h",40000,">35,000"
"GUM","Guam","CO","24h",NA,"Data not available"
"GUM","Guam","CO","8h",10000,"≤10,000"
"GUM","Guam","NO2","1h",NA,"Data not available"
"GUM","Guam","NO2","24h",NA,"Data not available"
"GUM","Guam","NO2","yr",100,">40"
"GUM","Guam","O3","8h",NA,"Data not available"
"GUM","Guam","PM10","24h",150,">100 to 150"
"GUM","Guam","PM10","yr",50,">30 to 50"
"GUM","Guam","PM25","24h",NA,"Data not available"
"GUM","Guam","PM25","yr",NA,"Data not available"
"GUM","Guam","SO2","10m",NA,"Data not available"
"GUM","Guam","SO2","24h",365,">125"
"GTM","Guatemala","CO","15m",NA,"Non-existent AQS"
"GTM","Guatemala","CO","1h",NA,"Non-existent AQS"
"GTM","Guatemala","CO","24h",NA,"Non-existent AQS"
"GTM","Guatemala","CO","8h",NA,"Non-existent AQS"
"GTM","Guatemala","NO2","1h",NA,"Non-existent AQS"
"GTM","Guatemala","NO2","24h",NA,"Non-existent AQS"
"GTM","Guatemala","NO2","yr",NA,"Non-existent AQS"
"GTM","Guatemala","O3","8h",NA,"Non-existent AQS"
"GTM","Guatemala","PM10","24h",NA,"Non-existent AQS"
"GTM","Guatemala","PM10","yr",NA,"Non-existent AQS"
"GTM","Guatemala","PM25","24h",NA,"Non-existent AQS"
"GTM","Guatemala","PM25","yr",NA,"Non-existent AQS"
"GTM","Guatemala","SO2","10m",NA,"Non-existent AQS"
"GTM","Guatemala","SO2","24h",NA,"Non-existent AQS"
"GGY","Guernsey","CO","15m",NA,"Data not available"
"GGY","Guernsey","CO","1h",NA,"Data not available"
"GGY","Guernsey","CO","24h",NA,"Data not available"
"GGY","Guernsey","CO","8h",NA,"Data not available"
"GGY","Guernsey","NO2","1h",NA,"Data not available"
"GGY","Guernsey","NO2","24h",NA,"Data not available"
"GGY","Guernsey","NO2","yr",NA,"Data not available"
"GGY","Guernsey","O3","8h",NA,"Data not available"
"GGY","Guernsey","PM10","24h",NA,"Data not available"
"GGY","Guernsey","PM10","yr",NA,"Data not available"
"GGY","Guernsey","PM25","24h",NA,"Data not available"
"GGY","Guernsey","PM25","yr",NA,"Data not available"
"GGY","Guernsey","SO2","10m",NA,"Data not available"
"GGY","Guernsey","SO2","24h",NA,"Data not available"
"GIN","Guinea","CO","15m",NA,"Data not available"
"GIN","Guinea","CO","1h",NA,"Data not available"
"GIN","Guinea","CO","24h",NA,"Data not available"
"GIN","Guinea","CO","8h",NA,"Data not available"
"GIN","Guinea","NO2","1h",NA,"Data not available"
"GIN","Guinea","NO2","24h",NA,"Data not available"
"GIN","Guinea","NO2","yr",NA,"Data not available"
"GIN","Guinea","O3","8h",NA,"Data not available"
"GIN","Guinea","PM10","24h",NA,"Data not available"
"GIN","Guinea","PM10","yr",NA,"Data not available"
"GIN","Guinea","PM25","24h",NA,"Data not available"
"GIN","Guinea","PM25","yr",NA,"Data not available"
"GIN","Guinea","SO2","10m",NA,"Data not available"
"GIN","Guinea","SO2","24h",NA,"Data not available"
"GNB","Guinea-Bissau","CO","15m",NA,"Data not available"
"GNB","Guinea-Bissau","CO","1h",NA,"Data not available"
"GNB","Guinea-Bissau","CO","24h",NA,"Data not available"
"GNB","Guinea-Bissau","CO","8h",NA,"Data not available"
"GNB","Guinea-Bissau","NO2","1h",NA,"Data not available"
"GNB","Guinea-Bissau","NO2","24h",NA,"Data not available"
"GNB","Guinea-Bissau","NO2","yr",NA,"Data not available"
"GNB","Guinea-Bissau","O3","8h",NA,"Data not available"
"GNB","Guinea-Bissau","PM10","24h",NA,"Data not available"
