"iso3","country","pollutant_name","duration","aqs_numeric","aqs_slices"
"AFG","Afghanistan","CO","15m",NA,"Data not available"
"AFG","Afghanistan","CO","1h",NA,"Data not available"
"AFG","Afghanistan","CO","24h",NA,"Data not available"
"AFG","Afghanistan","CO","8h",NA,"Data not available"
"AFG","Afghanistan","NO2","1h",NA,"Data not available"
"AFG","Afghanistan","NO2","24h",NA,"Data not available"
"AFG","Afghanistan","NO2","yr",NA,"Data not available"
"AFG","Afghanistan","O3","8h",NA,"Data not available"
"AFG","Afghanistan","PM10","24h",NA,"Data not available"
"AFG","Afghanistan","PM10","yr",NA,"Data not available"
"AFG","Afghanistan","PM25","24h",NA,"Data not available"
"AFG","Afghanistan","PM25","yr",NA,"Data not available"
"AFG","Afghanistan","SO2","10m",NA,"Data not available"
"AFG","Afghanistan","SO2","24h",NA,"Data not available"
"ALB","Albania","CO","15m",NA,"Data not available"
"ALB","Albania","CO","1h",NA,"Data not available"
"ALB","Albania","CO","24h",4000,"≤4,000"
"ALB","Albania","CO","8h",10000,"≤10,000"
"ALB","Albania","NO2","1h",200,"≤200"
"ALB","Albania","NO2","24h",50,">25 to 50"
"ALB","Albania","NO2","yr",20,">10 to 20"
"ALB","Albania","O3","8h",120,">100 to 120"
"ALB","Albania","PM10","24h",45,"≤45"
"ALB","Albania","PM10","yr",20,">15 to 20"
"ALB","Albania","PM25","24h",25,">15 to 25"
"ALB","Albania","PM25","yr",10,">5 to 10"
"ALB","Albania","SO2","10m",NA,"Data not available"
"ALB","Albania","SO2","24h",50,">40 to 50"
"DZA","Algeria","CO","15m",NA,"Data not available"
"DZA","Algeria","CO","1h",NA,"Data not available"
"DZA","Algeria","CO","24h",NA,"Data not available"
"DZA","Algeria","CO","8h",NA,"Data not available"
"DZA","Algeria","NO2","1h",NA,"Data not available"
"DZA","Algeria","NO2","24h",NA,"Data not available"
"DZA","Algeria","NO2","yr",200,">40"
"DZA","Algeria","O3","8h",NA,"Data not available"
"DZA","Algeria","PM10","24h",NA,"Data not available"
"DZA","Algeria","PM10","yr",NA,"Data not available"
"DZA","Algeria","PM25","24h",NA,"Data not available"
"DZA","Algeria","PM25","yr",80,">35"
"DZA","Algeria","SO2","10m",NA,"Data not available"
"DZA","Algeria","SO2","24h",NA,"Data not available"
"ASM","American Samoa","CO","15m",NA,"Data not available"
"ASM","American Samoa","CO","1h",NA,"Data not available"
"ASM","American Samoa","CO","24h",40,"≤4,000"
"ASM","American Samoa","CO","8h",10,"≤10,000"
"ASM","American Samoa","NO2","1h",NA,"Data not available"
"ASM","American Samoa","NO2","24h",NA,"Data not available"
"ASM","American Samoa","NO2","yr",100,">40"
"ASM","American Samoa","O3","8h",NA,"Data not available"
"ASM","American Samoa","PM10","24h",60,">50 to 75"
"ASM","American Samoa","PM10","yr",150,">70"
"ASM","American Samoa","PM25","24h",NA,"Data not available"
"ASM","American Samoa","PM25","yr",NA,"Data not available"
"ASM","American Samoa","SO2","10m",NA,"Data not available"
"ASM","American Samoa","SO2","24h",260,">125"
"AND","Andorra","CO","15m",NA,"Data not available"
"AND","Andorra","CO","1h",NA,"Data not available"
"AND","Andorra","CO","24h",NA,"Data not available"
"AND","Andorra","CO","8h",10000,"≤10,000"
"AND","Andorra","NO2","1h",200,"≤200"
"AND","Andorra","NO2","24h",NA,"Data not available"
"AND","Andorra","NO2","yr",40,">30 to 40"
"AND","Andorra","O3","8h",120,">100 to 120"
"AND","Andorra","PM10","24h",50,">45 to 50"
"AND","Andorra","PM10","yr",40,">30 to 50"
"AND","Andorra","PM25","24h",NA,"Data not available"
"AND","Andorra","PM25","yr",20,">15 to 25"
"AND","Andorra","SO2","10m",NA,"Data not available"
"AND","Andorra","SO2","24h",125,">50 to 125"
"AGO","Angola","CO","15m",NA,"Data not available"
"AGO","Angola","CO","1h",NA,"Data not available"
"AGO","Angola","CO","24h",NA,"Data not available"
"AGO","Angola","CO","8h",NA,"Data not available"
"AGO","Angola","NO2","1h",NA,"Data not available"
"AGO","Angola","NO2","24h",NA,"Data not available"
"AGO","Angola","NO2","yr",NA,"Data not available"
"AGO","Angola","O3","8h",NA,"Data not available"
"AGO","Angola","PM10","24h",NA,"Data not available"
"AGO","Angola","PM10","yr",NA,"Data not available"
"AGO","Angola","PM25","24h",NA,"Data not available"
"AGO","Angola","PM25","yr",NA,"Data not available"
"AGO","Angola","SO2","10m",NA,"Data not available"
"AGO","Angola","SO2","24h",NA,"Data not available"
"AIA","Anguilla","CO","15m",NA,"Data not available"
"AIA","Anguilla","CO","1h",NA,"Data not available"
"AIA","Anguilla","CO","24h",NA,"Data not available"
"AIA","Anguilla","CO","8h",NA,"Data not available"
"AIA","Anguilla","NO2","1h",NA,"Data not available"
"AIA","Anguilla","NO2","24h",NA,"Data not available"
"AIA","Anguilla","NO2","yr",NA,"Data not available"
"AIA","Anguilla","O3","8h",NA,"Data not available"
"AIA","Anguilla","PM10","24h",NA,"Data not available"
"AIA","Anguilla","PM10","yr",NA,"Data not available"
"AIA","Anguilla","PM25","24h",NA,"Data not available"
"AIA","Anguilla","PM25","yr",NA,"Data not available"
"AIA","Anguilla","SO2","10m",NA,"Data not available"
"AIA","Anguilla","SO2","24h",NA,"Data not available"
"ATG","Antigua and Barbuda","CO","15m",NA,"Data not available"
"ATG","Antigua and Barbuda","CO","1h",29000,"≤35,000"
"ATG","Antigua and Barbuda","CO","24h",NA,"Data not available"
"ATG","Antigua and Barbuda","CO","8h",NA,"Data not available"
"ATG","Antigua and Barbuda","NO2","1h",320,">200"
"ATG","Antigua and Barbuda","NO2","24h",NA,"Data not available"
"ATG","Antigua and Barbuda","NO2","yr",NA,"Data not available"
"ATG","Antigua and Barbuda","O3","8h",NA,"Data not available"
"ATG","Antigua and Barbuda","PM10","24h",150,">100 to 150"
"ATG","Antigua and Barbuda","PM10","yr",NA,"Data not available"
"ATG","Antigua and Barbuda","PM25","24h",NA,"Data not available"
"ATG","Antigua and Barbuda","PM25","yr",NA,"Data not available"
"ATG","Antigua and Barbuda","SO2","10m",NA,"Data not available"
"ATG","Antigua and Barbuda","SO2","24h",365,">125"
"ARG","Argentina","CO","15m",NA,"Data not available"
"ARG","Argentina","CO","1h",NA,"Data not available"
"ARG","Argentina","CO","24h",NA,"Data not available"
"ARG","Argentina","CO","8h",NA,"Data not available"
"ARG","Argentina","NO2","1h",NA,"Data not available"
"ARG","Argentina","NO2","24h",NA,"Data not available"
"ARG","Argentina","NO2","yr",NA,"Data not available"
"ARG","Argentina","O3","8h",NA,"Data not available"
"ARG","Argentina","PM10","24h",NA,"Data not available"
"ARG","Argentina","PM10","yr",NA,"Data not available"
"ARG","Argentina","PM25","24h",NA,"Data not available"
"ARG","Argentina","PM25","yr",NA,"Data not available"
"ARG","Argentina","SO2","10m",NA,"Data not available"
"ARG","Argentina","SO2","24h",NA,"Data not available"
"ARM","Armenia","CO","15m",NA,"Data not available"
"ARM","Armenia","CO","1h",NA,"Data not available"
"ARM","Armenia","CO","24h",3000,"≤4,000"
"ARM","Armenia","CO","8h",NA,"Data not available"
"ARM","Armenia","NO2","1h",NA,"Data not available"
"ARM","Armenia","NO2","24h",0,"Data not available"
"ARM","Armenia","NO2","yr",NA,"Data not available"
"ARM","Armenia","O3","8h",NA,"Data not available"
"ARM","Armenia","PM10","24h",NA,"Data not available"
"ARM","Armenia","PM10","yr",NA,"Data not available"
"ARM","Armenia","PM25","24h",NA,"Data not available"
"ARM","Armenia","PM25","yr",NA,"Data not available"
"ARM","Armenia","SO2","10m",NA,"Data not available"
"ARM","Armenia","SO2","24h",NA,"Data not available"
"ABW","Aruba","CO","15m",NA,"Non-existent AQS"
"ABW","Aruba","CO","1h",NA,"Non-existent AQS"
"ABW","Aruba","CO","24h",NA,"Non-existent AQS"
"ABW","Aruba","CO","8h",NA,"Non-existent AQS"
"ABW","Aruba","NO2","1h",NA,"Non-existent AQS"
"ABW","Aruba","NO2","24h",NA,"Non-existent AQS"
"ABW","Aruba","NO2","yr",NA,"Non-existent AQS"
"ABW","Aruba","O3","8h",NA,"Non-existent AQS"
"ABW","Aruba","PM10","24h",NA,"Non-existent AQS"
"ABW","Aruba","PM10","yr",NA,"Non-existent AQS"
"ABW","Aruba","PM25","24h",NA,"Non-existent AQS"
"ABW","Aruba","PM25","yr",NA,"Non-existent AQS"
"ABW","Aruba","SO2","10m",NA,"Non-existent AQS"
"ABW","Aruba","SO2","24h",NA,"Non-existent AQS"
"AUS","Australia","CO","15m",NA,"Data not available"
"AUS","Australia","CO","1h",NA,"Data not available"
"AUS","Australia","CO","24h",NA,"Data not available"
"AUS","Australia","CO","8h",10485,">10,000"
"AUS","Australia","NO2","1h",153.1,"≤200"
"AUS","Australia","NO2","24h",NA,"Data not available"
"AUS","Australia","NO2","yr",28.7,">20 to 30"
"AUS","Australia","O3","8h",129.7,">120 to 160"
"AUS","Australia","PM10","24h",50,">45 to 50"
"AUS","Australia","PM10","yr",25,">20 to 30"
"AUS","Australia","PM25","24h",25,">15 to 25"
"AUS","Australia","PM25","yr",8,">5 to 10"
"AUS","Australia","SO2","10m",NA,"Data not available"
"AUS","Australia","SO2","24h",53.2,">50 to 125"
"AUT","Austria","CO","15m",NA,"Data not available"
"AUT","Austria","CO","1h",NA,"Data not available"
"AUT","Austria","CO","24h",4000,"≤4,000"
"AUT","Austria","CO","8h",10000,"≤10,000"
"AUT","Austria","NO2","1h",200,"≤200"
"AUT","Austria","NO2","24h",50,">25 to 50"
"AUT","Austria","NO2","yr",20,">10 to 20"
"AUT","Austria","O3","8h",120,">100 to 120"
"AUT","Austria","PM10","24h",45,"≤45"
"AUT","Austria","PM10","yr",20,">15 to 20"
"AUT","Austria","PM25","24h",25,">15 to 25"
"AUT","Austria","PM25","yr",10,">5 to 10"
"AUT","Austria","SO2","10m",NA,"Data not available"
"AUT","Austria","SO2","24h",50,">40 to 50"
"AZE","Azerbaijan","CO","15m",NA,"Data not available"
"AZE","Azerbaijan","CO","1h",NA,"Data not available"
"AZE","Azerbaijan","CO","24h",3000,"≤4,000"
"AZE","Azerbaijan","CO","8h",NA,"Data not available"
"AZE","Azerbaijan","NO2","1h",NA,"Data not available"
"AZE","Azerbaijan","NO2","24h",40,">25 to 50"
"AZE","Azerbaijan","NO2","yr",NA,"Data not available"
"AZE","Azerbaijan","O3","8h",NA,"Data not available"
"AZE","Azerbaijan","PM10","24h",NA,"Data not available"
"AZE","Azerbaijan","PM10","yr",NA,"Data not available"
"AZE","Azerbaijan","PM25","24h",NA,"Data not available"
"AZE","Azerbaijan","PM25","yr",NA,"Data not available"
"AZE","Azerbaijan","SO2","10m",NA,"Data not available"
"AZE","Azerbaijan","SO2","24h",50,">40 to 50"
"BHS","Bahamas","CO","15m",NA,"Data not available"
"BHS","Bahamas","CO","1h",NA,"Data not available"
"BHS","Bahamas","CO","24h",NA,"Data not available"
"BHS","Bahamas","CO","8h",NA,"Data not available"
"BHS","Bahamas","NO2","1h",NA,"Data not available"
"BHS","Bahamas","NO2","24h",NA,"Data not available"
"BHS","Bahamas","NO2","yr",NA,"Data not available"
"BHS","Bahamas","O3","8h",NA,"Data not available"
"BHS","Bahamas","PM10","24h",NA,"Data not available"
"BHS","Bahamas","PM10","yr",NA,"Data not available"
"BHS","Bahamas","PM25","24h",NA,"Data not available"
"BHS","Bahamas","PM25","yr",NA,"Data not available"
"BHS","Bahamas","SO2","10m",NA,"Data not available"
"BHS","Bahamas","SO2","24h",NA,"Data not available"
"BHR","Bahrain","CO","15m",NA,"Data not available"
"BHR","Bahrain","CO","1h",20000,"≤35,000"
"BHR","Bahrain","CO","24h",NA,"Data not available"
"BHR","Bahrain","CO","8h",10000,"≤10,000"
"BHR","Bahrain","NO2","1h",200,"≤200"
"BHR","Bahrain","NO2","24h",150,">120"
"BHR","Bahrain","NO2","yr",40,">30 to 40"
"BHR","Bahrain","O3","8h",150,">120 to 160"
"BHR","Bahrain","PM10","24h",340,">150"
"BHR","Bahrain","PM10","yr",80,">70"
"BHR","Bahrain","PM25","24h",50,">37.5 to 50"
"BHR","Bahrain","PM25","yr",25,">15 to 25"
"BHR","Bahrain","SO2","10m",NA,"Data not available"
"BHR","Bahrain","SO2","24h",125,">50 to 125"
"BGD","Bangladesh","CO","15m",NA,"Data not available"
"BGD","Bangladesh","CO","1h",20000,"≤35,000"
"BGD","Bangladesh","CO","24h",NA,"Data not available"
"BGD","Bangladesh","CO","8h",5000,"≤10,000"
"BGD","Bangladesh","NO2","1h",NA,"Data not available"
"BGD","Bangladesh","NO2","24h",80,">50 to 120"
"BGD","Bangladesh","NO2","yr",40,">30 to 40"
"BGD","Bangladesh","O3","8h",100,"≤100"
"BGD","Bangladesh","PM10","24h",150,">100 to 150"
"BGD","Bangladesh","PM10","yr",50,">30 to 50"
"BGD","Bangladesh","PM25","24h",65,">50 to 75"
"BGD","Bangladesh","PM25","yr",35,">25 to 35"
"BGD","Bangladesh","SO2","10m",NA,"Data not available"
"BGD","Bangladesh","SO2","24h",80,">50 to 125"
"BRB","Barbados","CO","15m",NA,"Non-existent AQS"
"BRB","Barbados","CO","1h",NA,"Non-existent AQS"
"BRB","Barbados","CO","24h",NA,"Non-existent AQS"
"BRB","Barbados","CO","8h",NA,"Non-existent AQS"
"BRB","Barbados","NO2","1h",NA,"Non-existent AQS"
"BRB","Barbados","NO2","24h",NA,"Non-existent AQS"
"BRB","Barbados","NO2","yr",NA,"Non-existent AQS"
"BRB","Barbados","O3","8h",NA,"Non-existent AQS"
"BRB","Barbados","PM10","24h",NA,"Non-existent AQS"
"BRB","Barbados","PM10","yr",NA,"Non-existent AQS"
"BRB","Barbados","PM25","24h",NA,"Non-existent AQS"
"BRB","Barbados","PM25","yr",NA,"Non-existent AQS"
"BRB","Barbados","SO2","10m",NA,"Non-existent AQS"
"BRB","Barbados","SO2","24h",NA,"Non-existent AQS"
"BLR","Belarus","CO","15m",NA,"Data not available"
"BLR","Belarus","CO","1h",5000,"≤35,000"
"BLR","Belarus","CO","24h",3000,"≤4,000"
"BLR","Belarus","CO","8h",NA,"Data not available"
"BLR","Belarus","NO2","1h",250,">200"
"BLR","Belarus","NO2","24h",100,">50 to 120"
"BLR","Belarus","NO2","yr",40,">30 to 40"
"BLR","Belarus","O3","8h",120,">100 to 120"
"BLR","Belarus","PM10","24h",50,">45 to 50"
"BLR","Belarus","PM10","yr",40,">30 to 50"
"BLR","Belarus","PM25","24h",25,">15 to 25"
"BLR","Belarus","PM25","yr",15,">10 to 15"
"BLR","Belarus","SO2","10m",NA,"Data not available"
"BLR","Belarus","SO2","24h",200,">125"
"BEL","Belgium","CO","15m",NA,"Data not available"
"BEL","Belgium","CO","1h",NA,"Data not available"
"BEL","Belgium","CO","24h",4000,"≤4,000"
"BEL","Belgium","CO","8h",10000,"≤10,000"
"BEL","Belgium","NO2","1h",200,"≤200"
"BEL","Belgium","NO2","24h",50,">25 to 50"
"BEL","Belgium","NO2","yr",20,">10 to 20"
"BEL","Belgium","O3","8h",120,">100 to 120"
"BEL","Belgium","PM10","24h",45,"≤45"
"BEL","Belgium","PM10","yr",20,">15 to 20"
"BEL","Belgium","PM25","24h",25,">15 to 25"
"BEL","Belgium","PM25","yr",10,">5 to 10"
"BEL","Belgium","SO2","10m",NA,"Data not available"
"BEL","Belgium","SO2","24h",50,">40 to 50"
"BLZ","Belize","CO","15m",NA,"Non-existent AQS"
"BLZ","Belize","CO","1h",NA,"Non-existent AQS"
"BLZ","Belize","CO","24h",NA,"Non-existent AQS"
"BLZ","Belize","CO","8h",NA,"Non-existent AQS"
"BLZ","Belize","NO2","1h",NA,"Non-existent AQS"
"BLZ","Belize","NO2","24h",NA,"Non-existent AQS"
"BLZ","Belize","NO2","yr",NA,"Non-existent AQS"
"BLZ","Belize","O3","8h",NA,"Non-existent AQS"
"BLZ","Belize","PM10","24h",NA,"Non-existent AQS"
"BLZ","Belize","PM10","yr",NA,"Non-existent AQS"
"BLZ","Belize","PM25","24h",NA,"Non-existent AQS"
"BLZ","Belize","PM25","yr",NA,"Non-existent AQS"
"BLZ","Belize","SO2","10m",NA,"Non-existent AQS"
"BLZ","Belize","SO2","24h",NA,"Non-existent AQS"
"BEN","Benin","CO","15m",NA,"Data not available"
"BEN","Benin","CO","1h",40000,">35,000"
"BEN","Benin","CO","24h",NA,"Data not available"
"BEN","Benin","CO","8h",10000,"≤10,000"
"BEN","Benin","NO2","1h",NA,"Data not available"
"BEN","Benin","NO2","24h",150,">120"
"BEN","Benin","NO2","yr",100,">40"
"BEN","Benin","O3","8h",159.7,">120 to 160"
"BEN","Benin","PM10","24h",230,">150"
"BEN","Benin","PM10","yr",50,">30 to 50"
"BEN","Benin","PM25","24h",NA,"Data not available"
"BEN","Benin","PM25","yr",NA,"Data not available"
"BEN","Benin","SO2","10m",NA,"Data not available"
"BEN","Benin","SO2","24h",200,">125"
"BMU","Bermuda","CO","15m",NA,"Data not available"
"BMU","Bermuda","CO","1h",NA,"Data not available"
"BMU","Bermuda","CO","24h",NA,"Data not available"
"BMU","Bermuda","CO","8h",NA,"Data not available"
"BMU","Bermuda","NO2","1h",NA,"Data not available"
"BMU","Bermuda","NO2","24h",NA,"Data not available"
"BMU","Bermuda","NO2","yr",NA,"Data not available"
"BMU","Bermuda","O3","8h",NA,"Data not available"
"BMU","Bermuda","PM10","24h",NA,"Data not available"
"BMU","Bermuda","PM10","yr",NA,"Data not available"
"BMU","Bermuda","PM25","24h",NA,"Data not available"
"BMU","Bermuda","PM25","yr",NA,"Data not available"
"BMU","Bermuda","SO2","10m",NA,"Data not available"
"BMU","Bermuda","SO2","24h",NA,"Data not available"
"BTN","Bhutan","CO","15m",NA,"Data not available"
"BTN","Bhutan","CO","1h",4000,"≤35,000"
"BTN","Bhutan","CO","24h",NA,"Data not available"
"BTN","Bhutan","CO","8h",2000,"≤10,000"
"BTN","Bhutan","NO2","1h",NA,"Data not available"
"BTN","Bhutan","NO2","24h",80,">50 to 120"
"BTN","Bhutan","NO2","yr",60,">40"
"BTN","Bhutan","O3","8h",100,"≤100"
"BTN","Bhutan","PM10","24h",100,">75 to 100"
"BTN","Bhutan","PM10","yr",60,">50 to 70"
"BTN","Bhutan","PM25","24h",60,">50 to 75"
"BTN","Bhutan","PM25","yr",40,">35"
"BTN","Bhutan","SO2","10m",NA,"Data not available"
"BTN","Bhutan","SO2","24h",80,">50 to 125"
"BOL","Bolivia (Plurinational State of)","CO","15m",NA,"Data not available"
"BOL","Bolivia (Plurinational State of)","CO","1h",40000,">35,000"
"BOL","Bolivia (Plurinational State of)","CO","24h",NA,"Data not available"
"BOL","Bolivia (Plurinational State of)","CO","8h",10000,"≤10,000"
"BOL","Bolivia (Plurinational State of)","NO2","1h",400,">200"
"BOL","Bolivia (Plurinational State of)","NO2","24h",150,">120"
"BOL","Bolivia (Plurinational State of)","NO2","yr",NA,"Data not available"
"BOL","Bolivia (Plurinational State of)","O3","8h",NA,"Data not available"
"BOL","Bolivia (Plurinational State of)","PM10","24h",150,">100 to 150"
"BOL","Bolivia (Plurinational State of)","PM10","yr",50,">30 to 50"
"BOL","Bolivia (Plurinational State of)","PM25","24h",NA,"Data not available"
"BOL","Bolivia (Plurinational State of)","PM25","yr",NA,"Data not available"
"BOL","Bolivia (Plurinational State of)","SO2","10m",NA,"Data not available"
"BOL","Bolivia (Plurinational State of)","SO2","24h",365,">125"
"BES","Bonaire, Saint Eustatius and Saba","CO","15m",NA,"Data not available"
"BES","Bonaire, Saint Eustatius and Saba","CO","1h",NA,"Data not available"
"BES","Bonaire, Saint Eustatius and Saba","CO","24h",NA,"Data not available"
"BES","Bonaire, Saint Eustatius and Saba","CO","8h",NA,"Data not available"
"BES","Bonaire, Saint Eustatius and Saba","NO2","1h",NA,"Data not available"
"BES","Bonaire, Saint Eustatius and Saba","NO2","24h",NA,"Data not available"
"BES","Bonaire, Saint Eustatius and Saba","NO2","yr",NA,"Data not available"
"BES","Bonaire, Saint Eustatius and Saba","O3","8h",NA,"Data not available"
"BES","Bonaire, Saint Eustatius and Saba","PM10","24h",NA,"Data not available"
"BES","Bonaire, Saint Eustatius and Saba","PM10","yr",NA,"Data not available"
"BES","Bonaire, Saint Eustatius and Saba","PM25","24h",NA,"Data not available"
"BES","Bonaire, Saint Eustatius and Saba","PM25","yr",NA,"Data not available"
"BES","Bonaire, Saint Eustatius and Saba","SO2","10m",NA,"Data not available"
"BES","Bonaire, Saint Eustatius and Saba","SO2","24h",NA,"Data not available"
"BIH","Bosnia and Herzegovina","CO","15m",NA,"Data not available"
"BIH","Bosnia and Herzegovina","CO","1h",NA,"Data not available"
"BIH","Bosnia and Herzegovina","CO","24h",5000,">4,000 to 7,000"
"BIH","Bosnia and Herzegovina","CO","8h",10000,"≤10,000"
"BIH","Bosnia and Herzegovina","NO2","1h",200,"≤200"
"BIH","Bosnia and Herzegovina","NO2","24h",85,">50 to 120"
"BIH","Bosnia and Herzegovina","NO2","yr",40,">30 to 40"
"BIH","Bosnia and Herzegovina","O3","8h",120,">100 to 120"
"BIH","Bosnia and Herzegovina","PM10","24h",50,">45 to 50"
"BIH","Bosnia and Herzegovina","PM10","yr",40,">30 to 50"
"BIH","Bosnia and Herzegovina","PM25","24h",NA,"Data not available"
"BIH","Bosnia and Herzegovina","PM25","yr",20,">15 to 25"
"BIH","Bosnia and Herzegovina","SO2","10m",NA,"Data not available"
"BIH","Bosnia and Herzegovina","SO2","24h",125,">50 to 125"
"BWA","Botswana","CO","15m",NA,"Data not available"
"BWA","Botswana","CO","1h",30000,"≤35,000"
"BWA","Botswana","CO","24h",NA,"Data not available"
"BWA","Botswana","CO","8h",10000,"≤10,000"
"BWA","Botswana","NO2","1h",200,"≤200"
"BWA","Botswana","NO2","24h",NA,"Data not available"
"BWA","Botswana","NO2","yr",40,">30 to 40"
"BWA","Botswana","O3","8h",120,">100 to 120"
"BWA","Botswana","PM10","24h",NA,"Data not available"
"BWA","Botswana","PM10","yr",100,">70"
"BWA","Botswana","PM25","24h",NA,"Data not available"
"BWA","Botswana","PM25","yr",NA,"Data not available"
"BWA","Botswana","SO2","10m",NA,"Data not available"
"BWA","Botswana","SO2","24h",120,">50 to 125"
"BVT","Bouvet Island","CO","15m",NA,"Data not available"
"BVT","Bouvet Island","CO","1h",NA,"Data not available"
"BVT","Bouvet Island","CO","24h",NA,"Data not available"
"BVT","Bouvet Island","CO","8h",NA,"Data not available"
"BVT","Bouvet Island","NO2","1h",NA,"Data not available"
"BVT","Bouvet Island","NO2","24h",NA,"Data not available"
"BVT","Bouvet Island","NO2","yr",NA,"Data not available"
"BVT","Bouvet Island","O3","8h",NA,"Data not available"
"BVT","Bouvet Island","PM10","24h",NA,"Data not available"
"BVT","Bouvet Island","PM10","yr",NA,"Data not available"
"BVT","Bouvet Island","PM25","24h",NA,"Data not available"
"BVT","Bouvet Island","PM25","yr",NA,"Data not available"
"BVT","Bouvet Island","SO2","10m",NA,"Data not available"
"BVT","Bouvet Island","SO2","24h",NA,"Data not available"
"BRA","Brazil","CO","15m",NA,"Data not available"
"BRA","Brazil","CO","1h",NA,"Data not available"
"BRA","Brazil","CO","24h",NA,"Data not available"
"BRA","Brazil","CO","8h",10485,">10,000"
"BRA","Brazil","NO2","1h",240,">200"
"BRA","Brazil","NO2","24h",NA,"Data not available"
"BRA","Brazil","NO2","yr",50,">40"
"BRA","Brazil","O3","8h",130,">120 to 160"
"BRA","Brazil","PM10","24h",100,">75 to 100"
"BRA","Brazil","PM10","yr",35,">30 to 50"
"BRA","Brazil","PM25","24h",50,">37.5 to 50"
"BRA","Brazil","PM25","yr",17,">15 to 25"
"BRA","Brazil","SO2","10m",NA,"Data not available"
"BRA","Brazil","SO2","24h",50,">40 to 50"
"IOT","British Indian Ocean Territory","CO","15m",NA,"Data not available"
"IOT","British Indian Ocean Territory","CO","1h",NA,"Data not available"
"IOT","British Indian Ocean Territory","CO","24h",NA,"Data not available"
"IOT","British Indian Ocean Territory","CO","8h",NA,"Data not available"
"IOT","British Indian Ocean Territory","NO2","1h",NA,"Data not available"
"IOT","British Indian Ocean Territory","NO2","24h",NA,"Data not available"
"IOT","British Indian Ocean Territory","NO2","yr",NA,"Data not available"
"IOT","British Indian Ocean Territory","O3","8h",NA,"Data not available"
"IOT","British Indian Ocean Territory","PM10","24h",NA,"Data not available"
"IOT","British Indian Ocean Territory","PM10","yr",NA,"Data not available"
"IOT","British Indian Ocean Territory","PM25","24h",NA,"Data not available"
"IOT","British Indian Ocean Territory","PM25","yr",NA,"Data not available"
"IOT","British Indian Ocean Territory","SO2","10m",NA,"Data not available"
"IOT","British Indian Ocean Territory","SO2","24h",NA,"Data not available"
"VGB","British Virgin Islands","CO","15m",NA,"Data not available"
"VGB","British Virgin Islands","CO","1h",NA,"Data not available"
"VGB","British Virgin Islands","CO","24h",NA,"Data not available"
"VGB","British Virgin Islands","CO","8h",NA,"Data not available"
"VGB","British Virgin Islands","NO2","1h",NA,"Data not available"
"VGB","British Virgin Islands","NO2","24h",NA,"Data not available"
"VGB","British Virgin Islands","NO2","yr",NA,"Data not available"
"VGB","British Virgin Islands","O3","8h",NA,"Data not available"
"VGB","British Virgin Islands","PM10","24h",NA,"Data not available"
"VGB","British Virgin Islands","PM10","yr",NA,"Data not available"
"VGB","British Virgin Islands","PM25","24h",NA,"Data not available"
"VGB","British Virgin Islands","PM25","yr",NA,"Data not available"
"VGB","British Virgin Islands","SO2","10m",NA,"Data not available"
"VGB","British Virgin Islands","SO2","24h",NA,"Data not available"
"BRN","Brunei Darussalam","CO","15m",NA,"Non-existent AQS"
"BRN","Brunei Darussalam","CO","1h",NA,"Non-existent AQS"
"BRN","Brunei Darussalam","CO","24h",NA,"Non-existent AQS"
"BRN","Brunei Darussalam","CO","8h",NA,"Non-existent AQS"
"BRN","Brunei Darussalam","NO2","1h",NA,"Non-existent AQS"
"BRN","Brunei Darussalam","NO2","24h",NA,"Non-existent AQS"
"BRN","Brunei Darussalam","NO2","yr",NA,"Non-existent AQS"
"BRN","Brunei Darussalam","O3","8h",NA,"Non-existent AQS"
"BRN","Brunei Darussalam","PM10","24h",NA,"Non-existent AQS"
"BRN","Brunei Darussalam","PM10","yr",NA,"Non-existent AQS"
"BRN","Brunei Darussalam","PM25","24h",NA,"Non-existent AQS"
"BRN","Brunei Darussalam","PM25","yr",NA,"Non-existent AQS"
"BRN","Brunei Darussalam","SO2","10m",NA,"Non-existent AQS"
"BRN","Brunei Darussalam","SO2","24h",NA,"Non-existent AQS"
"BGR","Bulgaria","CO","15m",NA,"Data not available"
"BGR","Bulgaria","CO","1h",NA,"Data not available"
"BGR","Bulgaria","CO","24h",4000,"≤4,000"
"BGR","Bulgaria","CO","8h",10000,"≤10,000"
"BGR","Bulgaria","NO2","1h",200,"≤200"
"BGR","Bulgaria","NO2","24h",50,">25 to 50"
"BGR","Bulgaria","NO2","yr",20,">10 to 20"
"BGR","Bulgaria","O3","8h",120,">100 to 120"
"BGR","Bulgaria","PM10","24h",45,"≤45"
"BGR","Bulgaria","PM10","yr",20,">15 to 20"
"BGR","Bulgaria","PM25","24h",25,">15 to 25"
"BGR","Bulgaria","PM25","yr",10,">5 to 10"
"BGR","Bulgaria","SO2","10m",NA,"Data not available"
"BGR","Bulgaria","SO2","24h",50,">40 to 50"
"BFA","Burkina Faso","CO","15m",NA,"Data not available"
"BFA","Burkina Faso","CO","1h",30,"≤35,000"
"BFA","Burkina Faso","CO","24h",NA,"Data not available"
"BFA","Burkina Faso","CO","8h",NA,"Data not available"
"BFA","Burkina Faso","NO2","1h",NA,"Data not available"
"BFA","Burkina Faso","NO2","24h",NA,"Data not available"
"BFA","Burkina Faso","NO2","yr",NA,"Data not available"
"BFA","Burkina Faso","O3","8h",NA,"Data not available"
