unique_id,pollutant,iso,longitude,latitude,elevation,area,type,labeled_area,labeled_type
deu_7.46355_51.36281799999999,PM,deu,7.46355,51.36281799999999,112.0,urban,background,1.0,1.0
chn_107.37_40.7372,PM,chn,107.37,40.7372,,urban,non-background,0.0,0.0
jpn_135.575555555556_34.665,PM,jpn,135.575555555556,34.665,9.5,urban,non-background,0.0,1.0
deu_13.38772_52.438115,PM,deu,13.38772,52.438115,50.0,urban,background,1.0,1.0
chn_108.3514_21.7731,PM,chn,108.3514,21.7731,,urban,background,0.0,0.0
jpn_140.881111111111_38.2511111111111,PM,jpn,140.881111111111,38.2511111111111,3.9,urban,non-background,0.0,1.0
usa_-70.875059_43.193696,PM,usa,-70.875059,43.193696,15.0,urban,background,1.0,0.0
chn_111.1911_34.7829,PM,chn,111.1911,34.7829,,urban,background,0.0,0.0
chn_101.524_36.6867,PM,chn,101.524,36.6867,,rural,background,0.0,0.0
tha_100.3844036_13.6863478,PM,tha,100.3844036,13.6863478,,urban,background,0.0,0.0
kor_126.7884_37.44310000000001,PM,kor,126.7884,37.44310000000001,,urban,background,0.0,0.0
twn_120.61691700000002_24.162196999999995,PM,twn,120.61691700000002,24.162196999999995,,urban,non-background,0.0,0.0
kor_127.550333_36.550344,PM,kor,127.550333,36.550344,,urban,background,0.0,0.0
chn_115.9773_29.5698,PM,chn,115.9773,29.5698,,urban,non-background,0.0,0.0
nld_6.932432_52.87572499948361,PM,nld,6.932432,52.87572499948361,10.0,rural,background,1.0,1.0
arg_-58.5064_-34.5554,PM,arg,-58.5064,-34.5554,,urban,non-background,0.0,0.0
chn_117.269_39.1337,PM,chn,117.269,39.1337,,urban,non-background,0.0,0.0
deu_9.08135_48.90292,PM,deu,9.08135,48.90292,276.0,urban,non-background,1.0,1.0
usa_-80.720308_40.063903,PM,usa,-80.720308,40.063903,204.0,urban,background,1.0,0.0
usa_-75.011944_40.076389,PM,usa,-75.011944,40.076389,28.0,urban,non-background,1.0,0.0
pol_14.980327000000004_51.041135999475294,PM,pol,14.980327000000004,51.041135999475294,212.0,rural,background,1.0,1.0
jpn_135.564722222222_34.5525,PM,jpn,135.564722222222,34.5525,3.0,urban,non-background,0.0,1.0
jpn_133.753888888889_34.2725,PM,jpn,133.753888888889,34.2725,3.0,urban,background,0.0,1.0
mex_-97.417194444444_20.952583333333,PM,mex,-97.417194444444,20.952583333333,,urban,background,0.0,0.0
kor_129.36748762340486_35.589275362716755,PM,kor,129.36748762340486,35.589275362716755,,urban,background,0.0,0.0
deu_9.96404_48.82276,PM,deu,9.96404,48.82276,413.0,urban,non-background,1.0,1.0
chn_110.8054_32.8401,PM,chn,110.8054,32.8401,,urban,background,0.0,0.0
ind_72.795405_21.170046,PM,ind,72.795405,21.170046,,urban,background,0.0,0.0
bra_-46.300509597_-23.981295156,PM,bra,-46.300509597,-23.981295156,,urban,background,0.0,0.0
chn_113.7329_34.7178,PM,chn,113.7329,34.7178,,urban,background,0.0,0.0
mex_-103.50252777778_25.551222222222,PM,mex,-103.50252777778,25.551222222222,,urban,background,0.0,0.0
jpn_140.425833333333_36.3922222222222,PM,jpn,140.425833333333,36.3922222222222,3.0,urban,background,0.0,1.0
chn_117.0311_28.2475,PM,chn,117.0311,28.2475,,urban,non-background,0.0,0.0
chn_113.5931_40.0461,PM,chn,113.5931,40.0461,,urban,non-background,0.0,0.0
chn_113.7338_23.0381,PM,chn,113.7338,23.0381,,urban,non-background,0.0,0.0
chn_113.60532_34.74838,PM,chn,113.60532,34.74838,,urban,background,0.0,0.0
chn_113.2269_35.2127,PM,chn,113.2269,35.2127,,urban,background,0.0,0.0
jpn_135.228055555556_34.3397222222222,PM,jpn,135.228055555556,34.3397222222222,3.0,urban,background,0.0,1.0
bra_-43.99486111_-19.93747222,PM,bra,-43.99486111,-19.93747222,,urban,background,0.0,0.0
isr_35.09703_32.88966,PM,isr,35.09703,32.88966,,urban,non-background,0.0,0.0
usa_-84.61152_37.09798,PM,usa,-84.61152,37.09798,306.0,urban,background,1.0,0.0
mex_-98.222222222222_19.213611111111,PM,mex,-98.222222222222,19.213611111111,,urban,background,0.0,0.0
mex_-99.654444444444_20.375111111111,PM,mex,-99.654444444444,20.375111111111,,urban,background,0.0,0.0
jpn_140.0125_36.4402777777778,PM,jpn,140.0125,36.4402777777778,3.0,urban,background,0.0,1.0
rou_26.14_44.47,PM,rou,26.14,44.47,72.0,urban,non-background,1.0,1.0
kor_126.654663_37.382084,PM,kor,126.654663,37.382084,,urban,background,0.0,0.0
deu_7.826407000000001_49.27026300000001,PM,deu,7.826407000000001,49.27026300000001,600.0,rural,background,1.0,1.0
deu_13.132197_51.35258199999999,PM,deu,13.132197,51.35258199999999,198.0,rural,background,1.0,1.0
jpn_135.765555555556_34.7458333333333,PM,jpn,135.765555555556,34.7458333333333,3.5,urban,background,0.0,1.0
mex_-106.35805555556_31.656666666667,PM,mex,-106.35805555556,31.656666666667,,urban,background,0.0,0.0
can_-73.480819_45.448663,PM,can,-73.480819,45.448663,17.0,urban,background,1.0,0.0
usa_-96.650849_40.812779,PM,usa,-96.650849,40.812779,366.0,urban,background,1.0,0.0
esp_-2.96337_43.14406999999999,PM,esp,-2.96337,43.14406999999999,122.0,urban,non-background,1.0,1.0
chn_108.985_34.1978,PM,chn,108.985,34.1978,,urban,background,0.0,0.0
usa_-80.545695_40.634688,PM,usa,-80.545695,40.634688,229.0,urban,background,1.0,0.0
rus_37.4726541_55.7771916,PM,rus,37.4726541,55.7771916,,urban,non-background,0.0,0.0
pol_17.823306000000002_51.63763599947777,PM,pol,17.823306000000002,51.63763599947777,139.0,urban,background,1.0,1.0
usa_-80.299216_26.024257,PM,usa,-80.299216,26.024257,1.0,urban,background,1.0,0.0
chn_121.533_31.2284,PM,chn,121.533,31.2284,,urban,background,0.0,0.0
chn_106.6243_26.6266,PM,chn,106.6243,26.6266,,urban,non-background,0.0,0.0
ita_8.75_45.61666999999999,PM,ita,8.75,45.61666999999999,215.0,urban,background,1.0,1.0
cze_15.857006072998049_50.21853256225586,PM,cze,15.857006072998049,50.21853256225586,232.0,urban,background,1.0,1.0
pol_19.564044_50.28399999947247,PM,pol,19.564044,50.28399999947247,373.0,urban,background,1.0,1.0
can_-123.715846_48.784854,PM,can,-123.715846,48.784854,62.0,urban,background,1.0,0.0
tha_99.814082_13.52344,PM,tha,99.814082,13.52344,,urban,non-background,0.0,0.0
usa_-90.688451_41.467236,PM,usa,-90.688451,41.467236,196.0,rural,non-background,1.0,1.0
tur_35.34404_37.00410999948351,PM,tur,35.34404,37.00410999948351,28.0,urban,background,1.0,1.0
usa_-80.54618_40.634787,PM,usa,-80.54618,40.634787,230.0,urban,background,1.0,0.0
ind_77.3217_28.4417,PM,ind,77.3217,28.4417,,urban,background,0.0,0.0
chn_84.8988_45.5893,PM,chn,84.8988,45.5893,,urban,background,0.0,0.0
ind_72.553024_22.977134,PM,ind,72.553024,22.977134,,urban,background,0.0,0.0
chn_116.3572_37.4094,PM,chn,116.3572,37.4094,,urban,background,0.0,0.0
jpn_135.410555555556_34.5044444444445,PM,jpn,135.410555555556,34.5044444444445,27.5,urban,background,0.0,1.0
deu_7.693785_51.547479,PM,deu,7.693785,51.547479,76.0,urban,background,1.0,1.0
esp_2.014598316_41.567823582,PM,esp,2.014598316,41.567823582,277.0,urban,background,1.0,1.0
fra_7.005919_43.558388,PM,fra,7.005919,43.558388,71.0,urban,background,1.0,1.0
usa_-80.546642_40.635275,PM,usa,-80.546642,40.635275,229.0,urban,background,1.0,0.0
jpn_140.001388888889_35.8419444444444,PM,jpn,140.001388888889,35.8419444444444,2.0,urban,non-background,0.0,1.0
jpn_140.819722222222_37.8572222222222,PM,jpn,140.819722222222,37.8572222222222,4.0,urban,background,0.0,1.0
ind_72.87462_19.10078,PM,ind,72.87462,19.10078,,urban,background,0.0,0.0
usa_-71.0543_42.3631,PM,usa,-71.0543,42.3631,7.0,urban,background,1.0,0.0
bel_5.353208498364874_50.935542769459154,PM,bel,5.353208498364874,50.935542769459154,0.0,urban,background,1.0,1.0
deu_11.777818_48.853211,PM,deu,11.777818,48.853211,359.0,rural,background,1.0,1.0
chn_104.639_28.7562,PM,chn,104.639,28.7562,,urban,background,0.0,0.0
can_-123.717307_48.786114,PM,can,-123.717307,48.786114,34.0,urban,background,1.0,0.0
chn_114.6613_33.6128,PM,chn,114.6613,33.6128,,urban,background,0.0,0.0
deu_6.22621_50.76041,PM,deu,6.22621,50.76041,195.0,urban,background,1.0,1.0
esp_-4.7467_41.6206,PM,esp,-4.7467,41.6206,690.0,urban,non-background,1.0,1.0
ita_15.639965000000002_40.984099999999984,PM,ita,15.639965000000002,40.984099999999984,561.0,urban,background,1.0,1.0
aut_15.746944_48.35333299946698,PM,aut,15.746944,48.35333299946698,190.0,urban,background,1.0,1.0
usa_-77.182204_38.783724,PM,usa,-77.182204,38.783724,76.0,urban,background,1.0,0.0
chn_119.656_29.1131,PM,chn,119.656,29.1131,,urban,non-background,0.0,0.0
usa_-80.733858_39.915961,PM,usa,-80.733858,39.915961,209.0,urban,background,1.0,0.0
usa_-82.400927_27.894469,PM,usa,-82.400927,27.894469,5.0,urban,background,1.0,0.0
chl_-71.208638_-32.891794,PM,chl,-71.208638,-32.891794,,urban,background,0.0,0.0
mkd_21.6506_42.01585,PM,mkd,21.6506,42.01585,318.0,urban,non-background,1.0,1.0
chn_121.412_31.1654,PM,chn,121.412,31.1654,,urban,non-background,0.0,0.0
jpn_135.790277777778_34.8527777777778,PM,jpn,135.790277777778,34.8527777777778,5.0,urban,background,0.0,1.0
jpn_132.471388888889_34.4544444444445,PM,jpn,132.471388888889,34.4544444444445,4.0,urban,background,0.0,1.0
chn_122.122_30.0203,PM,chn,122.122,30.0203,,urban,background,0.0,0.0
chn_118.4209_31.3707,PM,chn,118.4209,31.3707,,urban,non-background,0.0,0.0
deu_7.208546_51.40300699999999,PM,deu,7.208546,51.40300699999999,95.0,urban,background,1.0,1.0
cze_14.384638786315918_50.12652969360351,PM,cze,14.384638786315918,50.12652969360351,277.0,urban,background,1.0,1.0
chn_119.5251_39.9041,PM,chn,119.5251,39.9041,,urban,non-background,0.0,0.0
bel_3.3625358887016_51.25457362284241,PM,bel,3.3625358887016,51.25457362284241,3.0,rural,background,1.0,1.0
chn_119.3633_32.3972,PM,chn,119.3633,32.3972,,urban,non-background,0.0,0.0
deu_7.764528000000001_47.80989199999999,PM,deu,7.764528000000001,47.80989199999999,904.0,rural,background,1.0,1.0
chn_111.1922_34.7752,PM,chn,111.1922,34.7752,,urban,non-background,0.0,0.0
usa_-94.621453_39.087949,PM,usa,-94.621453,39.087949,226.0,urban,background,1.0,0.0
usa_-121.442495_37.682635,PM,usa,-121.442495,37.682635,30.0,urban,non-background,1.0,0.0
chn_118.7752_32.0023,PM,chn,118.7752,32.0023,,urban,background,0.0,0.0
jpn_139.720833333333_35.6111111111111,PM,jpn,139.720833333333,35.6111111111111,13.5,urban,background,0.0,1.0
bra_-46.295990704_-23.977594669,PM,bra,-46.295990704,-23.977594669,,urban,non-background,0.0,0.0
kor_128.976359_35.182831,PM,kor,128.976359,35.182831,,urban,background,0.0,0.0
chn_106.2328_38.4975,PM,chn,106.2328,38.4975,,urban,background,0.0,0.0
esp_-3.5429_40.35969999999999,PM,esp,-3.5429,40.35969999999999,610.0,urban,background,1.0,1.0
deu_8.6767_49.419528,PM,deu,8.6767,49.419528,112.0,urban,background,1.0,1.0
esp_-16.277692_28.451021999999995,PM,esp,-16.277692,28.451021999999995,183.0,urban,non-background,1.0,1.0
esp_-15.541880430000004_27.772597359999992,PM,esp,-15.541880430000004,27.772597359999992,15.0,urban,non-background,1.0,1.0
jpn_137.164166666667_34.9802777777778,PM,jpn,137.164166666667,34.9802777777778,5.3,urban,non-background,0.0,1.0
bra_-49.254806_-16.681083,PM,bra,-49.254806,-16.681083,,urban,background,0.0,0.0
ita_8.521389_39.165556,PM,ita,8.521389,39.165556,96.0,urban,background,1.0,1.0
bra_-49.340368_-25.497588,PM,bra,-49.340368,-25.497588,,urban,background,0.0,0.0
chn_120.636_31.155,PM,chn,120.636,31.155,,urban,background,0.0,0.0
esp_2.0_41.59999999999999,PM,esp,2.0,41.59999999999999,276.0,urban,background,1.0,1.0
chn_113.8953_22.5861,PM,chn,113.8953,22.5861,,urban,background,0.0,0.0
chn_116.5567_31.7886,PM,chn,116.5567,31.7886,,urban,background,0.0,0.0
ita_12.475387_41.89397099999999,PM,ita,12.475387,41.89397099999999,17.0,urban,background,1.0,1.0
chn_87.4921_43.8411,PM,chn,87.4921,43.8411,,urban,background,0.0,0.0
tur_27.105264_38.38139799947707,PM,tur,27.105264,38.38139799947707,95.0,urban,background,1.0,1.0
chn_121.2886_31.1663,PM,chn,121.2886,31.1663,,urban,background,0.0,0.0
jpn_135.731666666667_35.0225,PM,jpn,135.731666666667,35.0225,3.0,urban,non-background,0.0,1.0
gbr_-2.6787309999999995_51.63809399947775,PM,gbr,-2.6787309999999995,51.63809399947775,67.0,urban,background,1.0,1.0
rou_26.036933_43.96341699999999,PM,rou,26.036933,43.96341699999999,20.0,rural,background,1.0,1.0
ind_74.615091_16.843813,PM,ind,74.615091,16.843813,,rural,background,0.0,0.0
pol_19.569869_50.27756899947246,PM,pol,19.569869,50.27756899947246,384.0,urban,background,1.0,1.0
esp_-7.988599999999999_43.4054,PM,esp,-7.988599999999999,43.4054,478.0,rural,background,1.0,1.0
jpn_130.201944444444_31.7586111111111,PM,jpn,130.201944444444,31.7586111111111,3.0,urban,non-background,0.0,1.0
usa_-85.652184_40.125703,PM,usa,-85.652184,40.125703,236.54,urban,background,1.0,0.0
che_8.530410000000002_47.37759999946509,PM,che,8.530410000000002,47.37759999946509,409.0,urban,background,1.0,1.0
chn_114.4422_38.0444,PM,chn,114.4422,38.0444,,urban,background,0.0,0.0
mex_-106.45972222222_31.689722222222,PM,mex,-106.45972222222,31.689722222222,,urban,background,0.0,0.0
usa_-106.4597_31.689722,PM,usa,-106.4597,31.689722,0.0,urban,background,1.0,0.0
usa_-93.579965_30.227798,PM,usa,-93.579965,30.227798,0.0,rural,background,1.0,0.0
ita_15.081122_37.529257,PM,ita,15.081122,37.529257,135.0,urban,background,1.0,1.0
aut_9.59745_47.23914999946489,PM,aut,9.59745,47.23914999946489,460.0,urban,background,1.0,1.0
chn_115.6293_34.3948,PM,chn,115.6293,34.3948,,urban,background,0.0,0.0
deu_6.22791_50.76151999999999,PM,deu,6.22791,50.76151999999999,195.0,urban,non-background,1.0,1.0
usa_-79.902222_40.146667,PM,usa,-79.902222,40.146667,232.0,urban,non-background,1.0,0.0
usa_-83.372102_33.945948,PM,usa,-83.372102,33.945948,203.0,urban,background,1.0,0.0
mex_-100.99308333333_22.174222222222,PM,mex,-100.99308333333,22.174222222222,,urban,background,0.0,0.0
mkd_21.356400000000004_41.040000000000006,PM,mkd,21.356400000000004,41.040000000000006,586.0,urban,non-background,1.0,1.0
usa_-108.662222_41.521672,PM,usa,-108.662222,41.521672,2022.0,rural,non-background,1.0,0.0
usa_-92.316017_42.501543,PM,usa,-92.316017,42.501543,270.0,urban,non-background,1.0,0.0
tur_28.82666_40.99887999946818,PM,tur,28.82666,40.99887999946818,31.0,urban,background,1.0,1.0
jpn_139.448888888889_35.8594444444445,PM,jpn,139.448888888889,35.8594444444445,3.9,urban,background,0.0,1.0
chn_118.3606_31.3519,PM,chn,118.3606,31.3519,,urban,non-background,0.0,0.0
ita_13.50861_43.61166999999999,PM,ita,13.50861,43.61166999999999,100.0,urban,background,1.0,1.0
chn_121.633_29.7733,PM,chn,121.633,29.7733,,urban,background,0.0,0.0
usa_-95.267222_29.625556,PM,usa,-95.267222,29.625556,12.0,urban,background,1.0,0.0
chn_111.0522_35.0439,PM,chn,111.0522,35.0439,,urban,background,0.0,0.0
usa_-88.39509_44.30738,PM,usa,-88.39509,44.30738,240.0,urban,background,1.0,0.0
rou_27.611075000000003_47.21330799999999,PM,rou,27.611075000000003,47.21330799999999,186.0,rural,background,1.0,1.0
jpn_139.718888888889_35.6205555555556,PM,jpn,139.718888888889,35.6205555555556,3.0,urban,non-background,0.0,1.0
usa_-105.270451_43.755564,PM,usa,-105.270451,43.755564,0.0,rural,non-background,1.0,1.0
usa_-105.27056_43.75556,PM,usa,-105.27056,43.75556,1502.0,rural,non-background,1.0,0.0
usa_-79.884666_40.161777,PM,usa,-79.884666,40.161777,0.0,urban,non-background,1.0,0.0
esp_2.1359_41.60869999999999,PM,esp,2.1359,41.60869999999999,213.0,urban,background,1.0,1.0
chn_116.4069_23.2533,PM,chn,116.4069,23.2533,,urban,background,0.0,0.0
chn_120.669_31.3097,PM,chn,120.669,31.3097,,urban,background,0.0,0.0
usa_-72.076667_41.524167,PM,usa,-72.076667,41.524167,12.0,urban,background,1.0,0.0
kor_128.22066399999997_37.145137,PM,kor,128.22066399999997,37.145137,,urban,background,0.0,0.0
jpn_132.471111111111_34.4522222222222,PM,jpn,132.471111111111,34.4522222222222,3.0,urban,background,0.0,1.0
esp_-6.0031_37.39451999999999,PM,esp,-6.0031,37.39451999999999,17.0,urban,non-background,1.0,1.0
cze_15.08028793334961_50.938217163085945,PM,cze,15.08028793334961,50.938217163085945,381.0,rural,background,1.0,1.0
usa_-72.517587_42.015929,PM,usa,-72.517587,42.015929,60.0,rural,background,1.0,0.0
usa_-124.1621_40.80178,PM,usa,-124.1621,40.80178,17.0,urban,background,1.0,0.0
chn_119.6533_29.1128,PM,chn,119.6533,29.1128,,urban,background,0.0,0.0
chn_111.7276_40.8062,PM,chn,111.7276,40.8062,,urban,non-background,0.0,0.0
twn_120.297142_23.115096999999995,PM,twn,120.297142,23.115096999999995,,urban,background,0.0,0.0
chn_120.624_31.1733,PM,chn,120.624,31.1733,,urban,background,0.0,0.0
fra_2.575278_48.95555,PM,fra,2.575278,48.95555,65.0,urban,background,1.0,1.0
jpn_140.081666666667_35.7169444444444,PM,jpn,140.081666666667,35.7169444444444,6.2,urban,background,0.0,1.0
jpn_130.554444444444_31.5638888888889,PM,jpn,130.554444444444,31.5638888888889,3.0,urban,non-background,0.0,1.0
bel_4.4215269970092725_51.08023112970947,PM,bel,4.4215269970092725,51.08023112970947,26.0,urban,non-background,1.0,1.0
usa_-86.349438_33.27947,PM,usa,-86.349438,33.27947,142.0,urban,background,1.0,0.0
chn_115.5213_38.8959,PM,chn,115.5213,38.8959,,urban,background,0.0,0.0
ita_10.733889_44.51611099999999,PM,ita,10.733889,44.51611099999999,150.0,urban,non-background,1.0,1.0
esp_2.701111_39.547694,PM,esp,2.701111,39.547694,2.0,urban,non-background,1.0,1.0
ind_88.352017_22.629801,PM,ind,88.352017,22.629801,,urban,background,0.0,0.0
kor_127.57274499999998_34.892081,PM,kor,127.57274499999998,34.892081,,urban,non-background,0.0,0.0
mex_-96.134352777778_19.177338888889,PM,mex,-96.134352777778,19.177338888889,,urban,background,0.0,0.0
rou_27.574908_47.15683599999999,PM,rou,27.574908,47.15683599999999,40.0,urban,non-background,1.0,1.0
esp_-3.550556_37.236944,PM,esp,-3.550556,37.236944,1258.0,rural,background,1.0,1.0
aus_151.20895_-32.5871,PM,aus,151.20895,-32.5871,39.0,rural,background,0.0,0.0
usa_-105.22324_43.479473,PM,usa,-105.22324,43.479473,1356.6,rural,background,1.0,0.0
jpn_140.651388888889_36.6,PM,jpn,140.651388888889,36.6,6.0,urban,background,0.0,1.0
chn_113.3942_23.0483,PM,chn,113.3942,23.0483,,urban,background,0.0,0.0
chn_97.1806_31.1273,PM,chn,97.1806,31.1273,,urban,background,0.0,0.0
kor_127.370516_36.527029,PM,kor,127.370516,36.527029,,urban,background,0.0,0.0
deu_7.481010000000001_51.50061999999999,PM,deu,7.481010000000001,51.50061999999999,124.0,urban,background,1.0,1.0
usa_-95.031232_29.770698,PM,usa,-95.031232,29.770698,8.5,urban,non-background,1.0,0.0
jpn_135.748611111111_35.0038888888889,PM,jpn,135.748611111111,35.0038888888889,4.0,urban,non-background,0.0,1.0
esp_-2.63794_43.16832,PM,esp,-2.63794,43.16832,113.0,urban,background,1.0,1.0
tha_100.5509191_13.802546,PM,tha,100.5509191,13.802546,,urban,background,0.0,0.0
fra_2.444722_48.99083,PM,fra,2.444722,48.99083,65.0,urban,background,1.0,1.0
tha_100.5488338_13.8055472,PM,tha,100.5488338,13.8055472,,urban,background,0.0,0.0
can_-128.650768_53.973228,PM,can,-128.650768,53.973228,5.0,rural,background,1.0,0.0
kor_126.655133_36.597702,PM,kor,126.655133,36.597702,,urban,background,0.0,0.0
chn_116.2127_28.0814,PM,chn,116.2127,28.0814,,rural,background,0.0,0.0
zaf_18.425167_-33.913833,PM,zaf,18.425167,-33.913833,5.0,urban,non-background,0.0,1.0
chn_117.1918_34.2384,PM,chn,117.1918,34.2384,,urban,background,0.0,0.0
jpn_130.5425_31.3761111111111,PM,jpn,130.5425,31.3761111111111,3.5,urban,non-background,0.0,1.0
bra_-48.185831774_-21.782522143,PM,bra,-48.185831774,-21.782522143,,urban,background,1.0,0.0
jpn_137.076944444444_34.8794444444444,PM,jpn,137.076944444444,34.8794444444444,3.0,urban,background,0.0,1.0
esp_-0.9068_41.65917,PM,esp,-0.9068,41.65917,208.0,urban,non-background,1.0,1.0
usa_-71.672011_41.912877,PM,usa,-71.672011,41.912877,0.0,urban,background,1.0,0.0
tur_36.32924_41.28745999946748,PM,tur,36.32924,41.28745999946748,40.0,urban,non-background,1.0,1.0
jpn_137.14_35.085,PM,jpn,137.14,35.085,3.0,urban,background,0.0,1.0
bra_-48.574177785_-20.572480866,PM,bra,-48.574177785,-20.572480866,,urban,background,0.0,0.0
jpn_136.903055555556_35.2111111111111,PM,jpn,136.903055555556,35.2111111111111,3.0,urban,background,0.0,1.0
jpn_135.563333333333_35.0152777777778,PM,jpn,135.563333333333,35.0152777777778,3.0,urban,background,0.0,1.0
swe_17.949741_59.43363999953031,PM,swe,17.949741,59.43363999953031,23.0,urban,background,1.0,1.0
mys_103.940002_1.35735,PM,mys,103.940002,1.35735,,urban,non-background,0.0,0.0
usa_-81.365556_35.728889,PM,usa,-81.365556,35.728889,333.0,urban,background,1.0,1.0
jpn_139.693333333333_35.6013888888889,PM,jpn,139.693333333333,35.6013888888889,3.0,urban,non-background,0.0,1.0
deu_6.22973_50.763270000000006,PM,deu,6.22973,50.763270000000006,195.0,urban,non-background,1.0,1.0
usa_-86.242649_44.307,PM,usa,-86.242649,44.307,0.0,rural,background,1.0,1.0
jpn_130.150555555556_32.5147222222222,PM,jpn,130.150555555556,32.5147222222222,3.1,urban,background,0.0,1.0
usa_-93.233227_44.893005,PM,usa,-93.233227,44.893005,0.0,urban,background,1.0,0.0
usa_-81.278129_41.758462,PM,usa,-81.278129,41.758462,180.0,urban,non-background,1.0,0.0
usa_-75.09778_40.008889,PM,usa,-75.09778,40.008889,22.0,urban,background,1.0,0.0
chn_120.118_33.4022,PM,chn,120.118,33.4022,,urban,background,0.0,0.0
swe_13.180275_55.70333599950057,PM,swe,13.180275,55.70333599950057,40.0,urban,non-background,1.0,1.0
usa_-87.713488_41.7514,PM,usa,-87.713488,41.7514,186.0,urban,background,1.0,1.0
chn_111.5036_36.0414,PM,chn,111.5036,36.0414,,urban,non-background,0.0,0.0
tur_29.884480000000003_40.70416999946896,PM,tur,29.884480000000003,40.70416999946896,25.0,urban,non-background,1.0,1.0
chn_117.1547_29.2617,PM,chn,117.1547,29.2617,,urban,background,0.0,0.0
usa_-91.962076_33.1304,PM,usa,-91.962076,33.1304,55.0,urban,background,1.0,0.0
usa_-71.061741_42.372122,PM,usa,-71.061741,42.372122,16.0,urban,non-background,1.0,0.0
jpn_130.714166666667_32.8041666666667,PM,jpn,130.714166666667,32.8041666666667,3.4,urban,non-background,0.0,1.0
chn_112.494_34.6886,PM,chn,112.494,34.6886,,urban,non-background,0.0,0.0
usa_-75.080833_39.991389,PM,usa,-75.080833,39.991389,22.0,urban,background,1.0,0.0
can_-128.7042_54.0194,PM,can,-128.7042,54.0194,17.0,rural,non-background,1.0,1.0
jpn_139.546666666667_35.3191666666667,PM,jpn,139.546666666667,35.3191666666667,12.0,urban,background,0.0,1.0
chn_118.8086_32.1065,PM,chn,118.8086,32.1065,,urban,background,0.0,0.0
nor_9.695567999999998_59.05730399952695,PM,nor,9.695567999999998,59.05730399952695,35.0,urban,non-background,1.0,1.0
irl_-8.5330444_51.8840917,PM,irl,-8.5330444,51.8840917,21.0,urban,background,1.0,1.0
chn_97.1809_31.1254,PM,chn,97.1809,31.1254,,urban,non-background,0.0,0.0
can_-78.9125_43.95222,PM,can,-78.9125,43.95222,49.0,urban,background,1.0,0.0
chn_113.8051_23.2614,PM,chn,113.8051,23.2614,,urban,background,0.0,0.0
ita_9.34889_45.84082999999999,PM,ita,9.34889,45.84082999999999,237.0,urban,background,1.0,1.0
jpn_139.734166666667_36.3825,PM,jpn,139.734166666667,36.3825,30.0,urban,background,0.0,1.0
chn_109.4958_24.3134,PM,chn,109.4958,24.3134,,urban,background,0.0,0.0
kor_126.74836_35.93937,PM,kor,126.74836,35.93937,,urban,background,0.0,0.0
ita_8.4157_45.8988,PM,ita,8.4157,45.8988,259.0,urban,non-background,1.0,1.0
usa_-122.30129_37.877794,PM,usa,-122.30129,37.877794,6.0,urban,background,1.0,0.0
usa_-106.486712_31.763076,PM,usa,-106.486712,31.763076,1140.0,urban,background,1.0,0.0
esp_-3.74916666_40.42,PM,esp,-3.74916666,40.42,645.0,urban,background,1.0,1.0
xkk_20.891046_42.625284,PM,xkk,20.891046,42.625284,580.0,urban,background,1.0,1.0
zaf_18.643556_-33.9155,PM,zaf,18.643556,-33.9155,76.7,urban,background,0.0,1.0
kor_127.3294723_36.6313584,PM,kor,127.3294723,36.6313584,,urban,background,0.0,0.0
chn_114.3931_36.0883,PM,chn,114.3931,36.0883,,urban,non-background,0.0,0.0
alb_19.4862_40.40308999999999,PM,alb,19.4862,40.40308999999999,25.0,urban,background,1.0,1.0
zaf_28.918333_-26.381111,PM,zaf,28.918333,-26.381111,0.0,urban,background,0.0,0.0
tha_100.551338_13.797855,PM,tha,100.551338,13.797855,,urban,non-background,0.0,0.0
usa_-84.75076_35.29733,PM,usa,-84.75076,35.29733,244.0,urban,background,1.0,0.0
jpn_135.410555555556_34.7936111111111,PM,jpn,135.410555555556,34.7936111111111,3.0,urban,non-background,0.0,1.0
chn_116.385_27.9647,PM,chn,116.385,27.9647,,urban,non-background,0.0,0.0
fra_5.222281_43.41653,PM,fra,5.222281,43.41653,15.0,urban,background,1.0,1.0
usa_-91.961255_33.133211,PM,usa,-91.961255,33.133211,0.0,urban,background,1.0,0.0
deu_7.464249_51.51959999999998,PM,deu,7.464249,51.51959999999998,79.0,urban,background,1.0,1.0
usa_-80.710012_40.103841,PM,usa,-80.710012,40.103841,205.0,urban,background,1.0,1.0
kor_128.75029500000002_35.245937,PM,kor,128.75029500000002,35.245937,,urban,background,0.0,0.0
mex_-100.99686111111_25.421472222222,PM,mex,-100.99686111111,25.421472222222,,urban,non-background,0.0,0.0
usa_-106.46452_31.81337,PM,usa,-106.46452,31.81337,1256.7,urban,background,1.0,0.0
chn_120.726_30.7478,PM,chn,120.726,30.7478,,urban,background,0.0,0.0
chn_114.3922_36.0878,PM,chn,114.3922,36.0878,,urban,non-background,0.0,0.0
usa_-106.63697_45.789162,PM,usa,-106.63697,45.789162,966.0,rural,background,1.0,0.0
jpn_130.875555555556_33.8222222222222,PM,jpn,130.875555555556,33.8222222222222,4.5,urban,background,0.0,1.0
kor_129.115711_35.127969,PM,kor,129.115711,35.127969,,urban,background,0.0,0.0
esp_2.204522594_41.403881851,PM,esp,2.204522594,41.403881851,3.0,urban,background,1.0,1.0
