unique_id,pollutant,iso,longitude,latitude,elevation,area,type,labeled_area,labeled_type
ind_77.2159377_28.5504249,PM,ind,77.2159377,28.5504249,,urban,background,0.0,0.0
ind_85.836784_20.24079,PM,ind,85.836784,20.24079,,urban,background,0.0,0.0
kor_127.155512_37.449479,PM,kor,127.155512,37.449479,,urban,background,0.0,0.0
usa_-97.128802_44.89965,PM,usa,-97.128802,44.89965,524.0,urban,background,1.0,0.0
bra_-49.230647_-25.293196,PM,bra,-49.230647,-25.293196,,urban,background,0.0,0.0
chn_100.0894_23.8822,PM,chn,100.0894,23.8822,,urban,background,0.0,0.0
usa_-72.502882_44.197283,PM,usa,-72.502882,44.197283,196.18,urban,background,1.0,0.0
usa_-82.402918_34.838814,PM,usa,-82.402918,34.838814,288.0,urban,background,1.0,0.0
usa_-96.143089_40.868854,PM,usa,-96.143089,40.868854,320.0,urban,background,1.0,0.0
usa_-82.998726_38.735056,PM,usa,-82.998726,38.735056,169.0,urban,background,1.0,0.0
usa_-85.149693_41.050604,PM,usa,-85.149693,41.050604,795.0,urban,background,1.0,0.0
usa_-73.443056_41.399167,PM,usa,-73.443056,41.399167,116.0,urban,background,1.0,0.0
are_53.88529_24.035099,PM,are,53.88529,24.035099,,urban,background,0.0,0.0
pak_71.53775_34.005852,PM,pak,71.53775,34.005852,,urban,background,0.0,0.0
usa_-90.5972_45.2066,PM,usa,-90.5972,45.2066,522.0,rural,background,1.0,1.0
usa_-88.62111_43.46611,PM,usa,-88.62111,43.46611,286.5,rural,background,1.0,1.0
usa_-65.828617_18.15344,PM,usa,-65.828617,18.15344,0.0,urban,background,1.0,0.0
usa_-112.466667_40.597778,PM,usa,-112.466667,40.597778,1321.0,urban,background,1.0,1.0
usa_-107.7227_32.2558,PM,usa,-107.7227,32.2558,1313.0,urban,background,1.0,0.0
usa_-106.588333_31.846667,PM,usa,-106.588333,31.846667,0.0,urban,background,1.0,1.0
chn_91.1774_29.6541,PM,chn,91.1774,29.6541,,urban,non-background,0.0,0.0
usa_-122.816411_45.470191,PM,usa,-122.816411,45.470191,58.0,urban,background,1.0,0.0
mex_-99.468888888889_19.329444444444,PM,mex,-99.468888888889,19.329444444444,,urban,non-background,0.0,0.0
usa_-122.883373_42.334848,PM,usa,-122.883373,42.334848,424.0,urban,background,1.0,0.0
usa_-114.09177_46.512979,PM,usa,-114.09177,46.512979,0.0,urban,background,1.0,0.0
ind_77.765701_20.939198,PM,ind,77.765701,20.939198,,urban,non-background,0.0,0.0
usa_-87.920794_43.039871,PM,usa,-87.920794,43.039871,148.0,urban,non-background,1.0,0.0
usa_-97.298692_27.426981,PM,usa,-97.298692,27.426981,0.0,rural,background,1.0,0.0
bra_-44.293805_-22.28498,PM,bra,-44.293805,-22.28498,,rural,background,0.0,0.0
aus_146.93986_-36.05182,PM,aus,146.93986,-36.05182,182.0,urban,non-background,0.0,0.0
chl_-70.463219_-34.261909,PM,chl,-70.463219,-34.261909,,rural,background,0.0,0.0
usa_-78.904037_36.032955,PM,usa,-78.904037,36.032955,118.0,urban,background,1.0,0.0
tha_102.83525_16.44538333,PM,tha,102.83525,16.44538333,,urban,background,0.0,0.0
usa_-121.896866_38.029258,PM,usa,-121.896866,38.029258,2.0,urban,background,1.0,0.0
bra_-42.288059_-21.972795,PM,bra,-42.288059,-21.972795,,urban,non-background,0.0,0.0
usa_-85.679117_42.956117,PM,usa,-85.679117,42.956117,186.0,urban,non-background,1.0,0.0
usa_-84.49772_39.090338,PM,usa,-84.49772,39.090338,158.0,urban,background,1.0,0.0
usa_-77.165556_40.456944,PM,usa,-77.165556,40.456944,126.0,rural,background,1.0,1.0
bra_-43.22980833_-20.30638889,PM,bra,-43.22980833,-20.30638889,,rural,background,0.0,0.0
kor_128.812259_35.87573700000001,PM,kor,128.812259,35.87573700000001,,urban,background,0.0,0.0
usa_-119.632903_36.314122,PM,usa,-119.632903,36.314122,71.0,urban,background,1.0,0.0
usa_-120.184592_39.32783,PM,usa,-120.184592,39.32783,5500.0,urban,background,1.0,0.0
bra_-48.057892_-15.83403,PM,bra,-48.057892,-15.83403,,urban,background,0.0,0.0
bra_-43.26434073_-22.990116,PM,bra,-43.26434073,-22.990116,,urban,background,0.0,0.0
chn_110.1106_22.7019,PM,chn,110.1106,22.7019,,urban,background,0.0,0.0
usa_-88.240553_40.123886,PM,usa,-88.240553,40.123886,226.0,urban,background,1.0,0.0
usa_-90.09_38.005278,PM,usa,-90.09,38.005278,400.0,rural,background,1.0,0.0
chn_118.6333_24.9264,PM,chn,118.6333,24.9264,,urban,non-background,0.0,0.0
ind_77.298051_12.733409,PM,ind,77.298051,12.733409,,rural,non-background,0.0,0.0
usa_-155.798067_19.977467,PM,usa,-155.798067,19.977467,180.1,urban,background,1.0,0.0
usa_-90.32408_39.110539,PM,usa,-90.32408,39.110539,193.0,urban,background,1.0,0.0
mex_-100.40862222222_20.627538888889,PM,mex,-100.40862222222,20.627538888889,,urban,background,0.0,0.0
kor_126.82792_37.316703,PM,kor,126.82792,37.316703,,urban,background,0.0,0.0
usa_-96.146175_41.551211,PM,usa,-96.146175,41.551211,0.0,rural,background,1.0,0.0
ind_78.125052_11.679111,PM,ind,78.125052,11.679111,,urban,background,0.0,0.0
usa_-122.87923_42.31411,PM,usa,-122.87923,42.31411,405.0,urban,background,1.0,0.0
isr_35.21741_31.75709,PM,isr,35.21741,31.75709,,urban,background,0.0,0.0
mex_-102.29125_21.84525,PM,mex,-102.29125,21.84525,,urban,non-background,0.0,0.0
ind_75.797056_13.328028,PM,ind,75.797056,13.328028,,urban,background,0.0,0.0
usa_-104.893222_39.717251,PM,usa,-104.893222,39.717251,1580.0,urban,background,1.0,0.0
usa_-81.766754_26.128425,PM,usa,-81.766754,26.128425,7.0,urban,background,1.0,0.0
usa_-72.982778_43.608056,PM,usa,-72.982778,43.608056,165.0,urban,non-background,1.0,0.0
usa_-81.632853_29.108037,PM,usa,-81.632853,29.108037,2.0,rural,background,1.0,0.0
usa_-86.7389_36.176382,PM,usa,-86.7389,36.176382,160.0,urban,background,1.0,0.0
chn_115.986_40.4563,PM,chn,115.986,40.4563,,urban,background,0.0,0.0
usa_-105.602506_36.721692,PM,usa,-105.602506,36.721692,2320.0,rural,background,1.0,0.0
bra_-41.05673_-21.8945,PM,bra,-41.05673,-21.8945,,urban,background,0.0,0.0
bra_-43.55652197_-22.88625468,PM,bra,-43.55652197,-22.88625468,,urban,non-background,0.0,0.0
usa_-97.08135_36.697186,PM,usa,-97.08135,36.697186,300.0,urban,non-background,1.0,0.0
usa_-122.758362_45.599907,PM,usa,-122.758362,45.599907,28.0,urban,background,1.0,0.0
usa_-121.617309_39.708454,PM,usa,-121.617309,39.708454,0.0,rural,background,1.0,0.0
usa_-91.188906_35.637283,PM,usa,-91.188906,35.637283,0.0,rural,background,1.0,0.0
usa_-117.990638_36.275495,PM,usa,-117.990638,36.275495,1097.0,rural,background,1.0,0.0
kor_127.137578_36.839225,PM,kor,127.137578,36.839225,,urban,background,0.0,0.0
usa_-76.30135_36.85555,PM,usa,-76.30135,36.85555,2.0,urban,background,1.0,0.0
kor_126.833521_37.304889,PM,kor,126.833521,37.304889,,urban,background,0.0,0.0
usa_-116.968133_32.817978,PM,usa,-116.968133,32.817978,119.0,urban,background,1.0,1.0
ind_73.070156_26.215415,PM,ind,73.070156,26.215415,,urban,background,0.0,0.0
usa_-88.527879_43.434996,PM,usa,-88.527879,43.434996,360.0,rural,background,1.0,1.0
kor_127.875_37.37194399999999,PM,kor,127.875,37.37194399999999,,urban,background,0.0,0.0
usa_-122.190834_39.53387,PM,usa,-122.190834,39.53387,1.0,urban,non-background,1.0,0.0
kor_128.583743_35.832255,PM,kor,128.583743,35.832255,,urban,background,0.0,0.0
usa_-121.116584_36.227466,PM,usa,-121.116584,36.227466,116.0,rural,non-background,1.0,1.0
chn_102.0306_36.5067,PM,chn,102.0306,36.5067,,urban,non-background,0.0,0.0
ind_73.047444_26.358805,PM,ind,73.047444,26.358805,,urban,non-background,0.0,0.0
kor_127.119103_37.382662,PM,kor,127.119103,37.382662,,urban,background,0.0,0.0
can_-52.79476_47.50513,PM,can,-52.79476,47.50513,135.0,urban,non-background,1.0,0.0
usa_-111.038389_32.322661,PM,usa,-111.038389,32.322661,681.0,urban,background,1.0,0.0
tha_102.4585009_17.193824,PM,tha,102.4585009,17.193824,,urban,background,0.0,0.0
ind_77.22445_28.63576,PM,ind,77.22445,28.63576,,urban,non-background,0.0,0.0
kor_126.9335038_37.6104714,PM,kor,126.9335038,37.6104714,,urban,background,0.0,0.0
can_-73.573825_45.651691,PM,can,-73.573825,45.651691,29.0,urban,background,1.0,0.0
usa_-113.891719_45.171924,PM,usa,-113.891719,45.171924,0.0,urban,non-background,1.0,0.0
usa_-119.292889_34.280835,PM,usa,-119.292889,34.280835,18.0,urban,background,1.0,0.0
tha_98.896851_18.804718,PM,tha,98.896851,18.804718,,rural,background,0.0,0.0
usa_-103.315765_44.155636,PM,usa,-103.315765,44.155636,1080.0,urban,background,1.0,0.0
usa_-122.069705_37.318435,PM,usa,-122.069705,37.318435,124.0,urban,background,1.0,0.0
usa_-85.322056_35.017139,PM,usa,-85.322056,35.017139,201.0,urban,non-background,1.0,0.0
usa_-95.78441_34.885608,PM,usa,-95.78441,34.885608,231.137,rural,non-background,1.0,1.0
chn_119.146_31.955,PM,chn,119.146,31.955,,urban,non-background,0.0,0.0
chn_120.5014_36.4034,PM,chn,120.5014,36.4034,,urban,background,0.0,0.0
mex_-97.509166666667_26.634166666667,PM,mex,-97.509166666667,26.634166666667,,rural,background,0.0,0.0
aus_147.067_-41.503,PM,aus,147.067,-41.503,,urban,background,0.0,0.0
usa_-82.2304_27.96565,PM,usa,-82.2304,27.96565,20.0,rural,background,1.0,1.0
kor_127.226766_37.580842,PM,kor,127.226766,37.580842,,urban,background,0.0,0.0
bra_-50.153725_-25.094464,PM,bra,-50.153725,-25.094464,,urban,background,0.0,0.0
mex_-100.33229166667_20.605872222222,PM,mex,-100.33229166667,20.605872222222,,urban,background,0.0,0.0
chn_104.2319_23.3892,PM,chn,104.2319,23.3892,,urban,background,0.0,0.0
can_-122.894487_49.227045,PM,can,-122.894487,49.227045,45.0,urban,background,1.0,0.0
bra_-41.277797_-21.828134,PM,bra,-41.277797,-21.828134,,urban,background,0.0,0.0
nzl_171.249662999601_-44.4044830008055,PM,nzl,171.249662999601,-44.4044830008055,,urban,non-background,0.0,0.0
ind_75.78437099999998_11.249077,PM,ind,75.78437099999998,11.249077,,urban,non-background,0.0,0.0
chn_104.7287_31.5075,PM,chn,104.7287,31.5075,,urban,background,0.0,0.0
usa_-151.0693_60.489167,PM,usa,-151.0693,60.489167,34.0,urban,background,1.0,0.0
chn_103.8341_30.062,PM,chn,103.8341,30.062,,urban,background,0.0,0.0
kor_126.976304_37.252226,PM,kor,126.976304,37.252226,,urban,background,0.0,0.0
ind_84.51954_26.80365,PM,ind,84.51954,26.80365,,urban,background,0.0,0.0
usa_-109.835484_41.621073,PM,usa,-109.835484,41.621073,1914.0,rural,background,1.0,0.0
usa_-114.336962_48.400407,PM,usa,-114.336962,48.400407,0.0,urban,non-background,1.0,0.0
chn_104.2533_23.3594,PM,chn,104.2533,23.3594,,urban,background,0.0,0.0
usa_-117.990067_36.542229,PM,usa,-117.990067,36.542229,1612.0,rural,background,1.0,0.0
chn_104.6356_30.1506,PM,chn,104.6356,30.1506,,urban,background,0.0,0.0
kor_126.935_37.5644,PM,kor,126.935,37.5644,,urban,background,0.0,0.0
usa_-122.25556_40.17093,PM,usa,-122.25556,40.17093,100.0,urban,background,1.0,1.0
chn_110.5594_29.3547,PM,chn,110.5594,29.3547,,urban,background,0.0,0.0
usa_-96.80071_44.310283,PM,usa,-96.80071,44.310283,501.0,urban,non-background,1.0,0.0
usa_-85.686627_38.137568,PM,usa,-85.686627,38.137568,147.0,urban,background,1.0,0.0
chn_106.7418_31.8654,PM,chn,106.7418,31.8654,,urban,background,0.0,0.0
tcd_15.0557_12.1348,PM,tcd,15.0557,12.1348,,urban,background,0.0,0.0
usa_-84.210544_43.609194,PM,usa,-84.210544,43.609194,0.0,rural,background,1.0,0.0
bra_-43.68654_-22.66883,PM,bra,-43.68654,-22.66883,,urban,non-background,0.0,0.0
usa_-86.653137_36.29756,PM,usa,-86.653137,36.29756,143.0,rural,background,1.0,0.0
usa_-114.835819_35.982202,PM,usa,-114.835819,35.982202,768.0,urban,background,0.0,0.0
ind_73.057223_19.309073,PM,ind,73.057223,19.309073,,urban,background,0.0,0.0
chn_103.7947_25.462,PM,chn,103.7947,25.462,,urban,non-background,0.0,0.0
usa_-97.250331_42.624999,PM,usa,-97.250331,42.624999,0.0,rural,background,1.0,0.0
can_-79.76567_43.669567,PM,can,-79.76567,43.669567,217.0,urban,background,1.0,0.0
kor_127.23791900000002_36.286987,PM,kor,127.23791900000002,36.286987,,urban,background,0.0,0.0
can_-113.562583_53.564411,PM,can,-113.562583,53.564411,670.0,urban,non-background,1.0,0.0
chn_106.6205_29.7166,PM,chn,106.6205,29.7166,,urban,background,0.0,0.0
usa_-88.731491_32.364565,PM,usa,-88.731491,32.364565,102.0,urban,background,1.0,0.0
usa_-107.119184_41.783389,PM,usa,-107.119184,41.783389,2015.0,urban,non-background,1.0,0.0
col_-75.6364288_6.2778502,PM,col,-75.6364288,6.2778502,,urban,background,0.0,0.0
can_-114.364_62.45207,PM,can,-114.364,62.45207,193.0,urban,background,1.0,0.0
usa_-88.913611_35.634444,PM,usa,-88.913611,35.634444,103.0,urban,background,1.0,0.0
tha_100.1654_18.12614,PM,tha,100.1654,18.12614,,urban,background,0.0,0.0
chn_106.7389_31.8711,PM,chn,106.7389,31.8711,,urban,background,0.0,0.0
chn_98.5842_24.428,PM,chn,98.5842,24.428,,urban,background,0.0,0.0
chn_112.9903_23.7403,PM,chn,112.9903,23.7403,,urban,background,0.0,0.0
usa_-88.87987_30.40288,PM,usa,-88.87987,30.40288,25.0,urban,background,1.0,0.0
tha_100.3629_16.421049,PM,tha,100.3629,16.421049,,urban,background,0.0,0.0
mex_-103.39855138889_20.680193055556,PM,mex,-103.39855138889,20.680193055556,,urban,background,0.0,0.0
usa_-88.242207_42.221442,PM,usa,-88.242207,42.221442,235.0,urban,background,1.0,0.0
kor_126.804931_36.455152,PM,kor,126.804931,36.455152,,urban,background,0.0,0.0
aus_146.42_-41.238,PM,aus,146.42,-41.238,,urban,background,0.0,0.0
ind_78.00598056_27.19865833,PM,ind,78.00598056,27.19865833,,urban,non-background,0.0,0.0
chl_-72.932017713268_-36.97743148785,PM,chl,-72.932017713268,-36.97743148785,,urban,non-background,0.0,0.0
usa_-116.116255_45.931274,PM,usa,-116.116255,45.931274,1046.7,rural,background,1.0,0.0
usa_-85.65452_38.22876,PM,usa,-85.65452,38.22876,127.0,urban,background,1.0,0.0
chn_106.6303_30.4576,PM,chn,106.6303,30.4576,,urban,non-background,0.0,0.0
kor_126.973711_38.129569,PM,kor,126.973711,38.129569,,rural,background,0.0,0.0
kor_127.1383_37.6187,PM,kor,127.1383,37.6187,,urban,background,0.0,0.0
mex_-99.202722222222_19.404,PM,mex,-99.202722222222,19.404,,urban,background,0.0,0.0
usa_-71.444583_42.762056,PM,usa,-71.444583,42.762056,46.0,urban,background,1.0,0.0
tha_100.086095_14.476214,PM,tha,100.086095,14.476214,,urban,non-background,0.0,0.0
usa_-108.425978_45.806311,PM,usa,-108.425978,45.806311,713.0,urban,background,1.0,0.0
chn_108.4394_22.7904,PM,chn,108.4394,22.7904,,urban,background,0.0,0.0
mng_101.46244444444444_47.47219444444445,PM,mng,101.46244444444444,47.47219444444445,,urban,background,0.0,0.0
bra_-49.959969744_-22.199809486,PM,bra,-49.959969744,-22.199809486,,urban,background,1.0,0.0
usa_-121.961823_37.535833,PM,usa,-121.961823,37.535833,17.0,urban,background,1.0,0.0
chn_82.9994_46.7432,PM,chn,82.9994,46.7432,,urban,background,0.0,0.0
chn_107.8908_26.5311,PM,chn,107.8908,26.5311,,urban,background,0.0,0.0
usa_-121.992739_37.062448,PM,usa,-121.992739,37.062448,0.0,urban,background,1.0,0.0
ind_78.171_26.210536,PM,ind,78.171,26.210536,,urban,background,0.0,0.0
usa_-91.283942_44.325977,PM,usa,-91.283942,44.325977,254.45,rural,non-background,1.0,0.0
usa_-78.199528_39.131777,PM,usa,-78.199528,39.131777,249.0,rural,background,1.0,0.0
usa_-76.633543_39.460478,PM,usa,-76.633543,39.460478,126.0,urban,background,1.0,0.0
ind_77.749675_28.725645,PM,ind,77.749675,28.725645,,rural,background,0.0,0.0
kor_128.62621_36.82863,PM,kor,128.62621,36.82863,,urban,background,0.0,0.0
usa_-106.7222_35.5064,PM,usa,-106.7222,35.5064,1830.0,rural,background,1.0,0.0
chn_110.4144_25.3167,PM,chn,110.4144,25.3167,,urban,non-background,0.0,0.0
usa_-118.079108_45.327077,PM,usa,-118.079108,45.327077,843.0,urban,non-background,1.0,0.0
ind_76.85318056_30.7057778,PM,ind,76.85318056,30.7057778,,urban,background,0.0,0.0
usa_-97.126389_34.166667,PM,usa,-97.126389,34.166667,0.0,urban,background,1.0,0.0
usa_-81.0525_29.206667,PM,usa,-81.0525,29.206667,0.0,urban,background,1.0,0.0
col_-75.5506363_6.1825418,PM,col,-75.5506363,6.1825418,,urban,background,0.0,0.0
usa_-118.13285_34.689985,PM,usa,-118.13285,34.689985,725.0,urban,background,1.0,0.0
chn_120.6053_29.9928,PM,chn,120.6053,29.9928,,urban,background,0.0,0.0
ind_77.0719006_28.5710274,PM,ind,77.0719006,28.5710274,,urban,non-background,0.0,0.0
bra_-43.594216_-22.670831,PM,bra,-43.594216,-22.670831,,urban,background,0.0,0.0
tha_101.25106087293469_6.890639752808323,PM,tha,101.25106087293469,6.890639752808323,,urban,background,0.0,0.0
ind_77.584908_12.920984,PM,ind,77.584908,12.920984,,urban,non-background,0.0,0.0
usa_-112.501247_46.002602,PM,usa,-112.501247,46.002602,1682.0,urban,non-background,1.0,0.0
chn_114.3175_29.8142,PM,chn,114.3175,29.8142,,urban,background,0.0,0.0
usa_-123.20655_39.15047,PM,usa,-123.20655,39.15047,0.0,urban,background,1.0,0.0
usa_-119.460952_35.142189,PM,usa,-119.460952,35.142189,292.0,urban,background,1.0,0.0
tha_99.9461325_13.11249031,PM,tha,99.9461325,13.11249031,,urban,background,0.0,0.0
mex_-106.03886694444_28.632775,PM,mex,-106.03886694444,28.632775,,urban,background,0.0,0.0
bra_-43.10717_-22.93759,PM,bra,-43.10717,-22.93759,,urban,background,0.0,0.0
mex_-102.295825_21.883780555556,PM,mex,-102.295825,21.883780555556,,urban,non-background,0.0,0.0
tjk_69.6089663_40.2958293,PM,tjk,69.6089663,40.2958293,,urban,background,0.0,0.0
usa_-157.871171_21.303382,PM,usa,-157.871171,21.303382,5.3,urban,non-background,1.0,0.0
ind_77.2664587_28.5366411,PM,ind,77.2664587,28.5366411,,urban,non-background,0.0,0.0
chn_106.6388_30.4551,PM,chn,106.6388,30.4551,,urban,background,0.0,0.0
nzl_172.635926_-43.508536,PM,nzl,172.635926,-43.508536,,urban,non-background,0.0,0.0
mex_-98.861666666667_19.969444444444,PM,mex,-98.861666666667,19.969444444444,,urban,background,0.0,0.0
kor_127.3185_36.3682,PM,kor,127.3185,36.3682,,urban,background,0.0,0.0
ind_76.334753_26.895552,PM,ind,76.334753,26.895552,,urban,background,0.0,0.0
ind_77.2587868_28.5639543,PM,ind,77.2587868,28.5639543,,urban,non-background,0.0,0.0
kor_130.9040474_37.48820899999999,PM,kor,130.9040474,37.48820899999999,,urban,background,0.0,0.0
usa_-117.146143_33.491695,PM,usa,-117.146143,33.491695,341.0,urban,background,1.0,0.0
usa_-90.69813_42.69302,PM,usa,-90.69813,42.69302,303.0,rural,background,1.0,0.0
kor_127.4866839_37.2832583,PM,kor,127.4866839,37.2832583,,urban,background,0.0,0.0
usa_-116.794693_47.698398,PM,usa,-116.794693,47.698398,0.0,urban,non-background,1.0,0.0
mex_-104.69297222222_24.026777777778,PM,mex,-104.69297222222,24.026777777778,,urban,background,0.0,0.0
chn_109.4761_36.6028,PM,chn,109.4761,36.6028,,urban,non-background,0.0,0.0
usa_-117.61722_34.030833,PM,usa,-117.61722,34.030833,258.0,urban,non-background,1.0,1.0
usa_-84.284952_37.738458,PM,usa,-84.284952,37.738458,294.0,urban,background,1.0,0.0
kor_124.645669_37.938413,PM,kor,124.645669,37.938413,,rural,background,0.0,0.0
chn_109.0072_32.6975,PM,chn,109.0072,32.6975,,urban,background,0.0,0.0
usa_-86.74472_36.205055,PM,usa,-86.74472,36.205055,165.0,urban,background,1.0,0.0
usa_-107.878951_37.274742,PM,usa,-107.878951,37.274742,2006.0,urban,background,1.0,0.0
chn_101.9533_29.9972,PM,chn,101.9533,29.9972,,rural,background,0.0,0.0
kor_127.034161_38.013429,PM,kor,127.034161,38.013429,,urban,background,0.0,0.0
usa_-67.895855_46.932544,PM,usa,-67.895855,46.932544,0.0,urban,background,1.0,0.0
aus_152.876525_-31.447762,PM,aus,152.876525,-31.447762,72.6,urban,background,0.0,0.0
mex_-103.33333611111_20.673764722222,PM,mex,-103.33333611111,20.673764722222,,urban,background,0.0,0.0
usa_-81.60174_28.735828,PM,usa,-81.60174,28.735828,34.0,rural,background,1.0,0.0
kor_129.05617800000002_36.42928899999999,PM,kor,129.05617800000002,36.42928899999999,,urban,background,0.0,0.0
usa_-88.341464_41.878639,PM,usa,-88.341464,41.878639,226.0,rural,background,1.0,0.0
usa_-109.999872_40.306625,PM,usa,-109.999872,40.306625,1558.0,urban,non-background,1.0,0.0
chn_103.7667_27.3736,PM,chn,103.7667,27.3736,,rural,background,0.0,0.0
usa_-94.524413_35.40814,PM,usa,-94.524413,35.40814,136.8491,urban,background,1.0,0.0
usa_-74.49431_42.14403,PM,usa,-74.49431,42.14403,619.0,rural,background,1.0,0.0
ind_77.585901_13.029152,PM,ind,77.585901,13.029152,,urban,background,0.0,0.0
usa_-114.125114_47.688828,PM,usa,-114.125114,47.688828,0.0,urban,background,1.0,0.0
usa_-120.664702_47.598863,PM,usa,-120.664702,47.598863,357.0,urban,background,1.0,0.0
usa_-115.436935_32.615337,PM,usa,-115.436935,32.615337,0.0,urban,background,1.0,0.0
chn_121.2529_38.8061,PM,chn,121.2529,38.8061,,urban,background,0.0,0.0
ind_76.9254_28.6701,PM,ind,76.9254,28.6701,,urban,background,0.0,0.0
ind_80.3251749_26.470308800000005,PM,ind,80.3251749,26.470308800000005,,urban,background,0.0,0.0
ind_77.92066_27.19862,PM,ind,77.92066,27.19862,,urban,background,0.0,0.0
usa_-71.72_41.615237,PM,usa,-71.72,41.615237,67.0,rural,background,0.0,0.0
chn_119.5388_26.6612,PM,chn,119.5388,26.6612,,urban,background,0.0,0.0
chn_113.3983_31.7308,PM,chn,113.3983,31.7308,,urban,background,0.0,0.0
usa_-97.342332_32.759154,PM,usa,-97.342332,32.759154,165.0,urban,non-background,1.0,0.0
usa_-89.643411_35.55397,PM,usa,-89.643411,35.55397,100.0,urban,background,1.0,0.0
usa_-118.094941_45.316522,PM,usa,-118.094941,45.316522,826.0,urban,background,1.0,0.0
chn_102.8914_34.9617,PM,chn,102.8914,34.9617,,rural,background,0.0,0.0
mex_-99.645722222222_19.260305555556,PM,mex,-99.645722222222,19.260305555556,,urban,background,0.0,0.0
mex_-98.330277777778_26.0625,PM,mex,-98.330277777778,26.0625,,urban,non-background,0.0,0.0
ind_85.113666_25.599486,PM,ind,85.113666,25.599486,,urban,background,0.0,0.0
chn_106.6555_26.4365,PM,chn,106.6555,26.4365,,urban,background,0.0,0.0
kor_126.810097_35.15774199999999,PM,kor,126.810097,35.15774199999999,,urban,background,0.0,0.0
usa_-73.8589_44.39308,PM,usa,-73.8589,44.39308,599.0,rural,background,1.0,1.0
kor_127.91920600000002_36.982086,PM,kor,127.91920600000002,36.982086,,urban,background,0.0,0.0
usa_-96.074225_46.281349,PM,usa,-96.074225,46.281349,0.0,urban,background,1.0,0.0
ind_88.614099_27.338529999999995,PM,ind,88.614099,27.338529999999995,,urban,background,0.0,0.0
chl_-70.852981542328_-34.394541417902,PM,chl,-70.852981542328,-34.394541417902,,urban,non-background,0.0,0.0
chn_109.4131_36.6275,PM,chn,109.4131,36.6275,,urban,background,0.0,0.0
bra_-46.409948776_-23.440117007,PM,bra,-46.409948776,-23.440117007,,urban,non-background,0.0,0.0
kor_128.57628_36.234746,PM,kor,128.57628,36.234746,,urban,background,0.0,0.0
bra_-43.23079167_-19.61944444,PM,bra,-43.23079167,-19.61944444,,urban,background,0.0,0.0
mex_-116.62688055556_32.568825,PM,mex,-116.62688055556,32.568825,,urban,background,0.0,0.0
usa_-84.279903_33.901389,PM,usa,-84.279903,33.901389,314.0,urban,background,1.0,0.0
usa_-104.52277_41.08536,PM,usa,-104.52277,41.08536,1741.0,rural,non-background,1.0,0.0
ind_79.8027_11.9309,PM,ind,79.8027,11.9309,,urban,background,0.0,0.0
usa_-120.72932_46.37543,PM,usa,-120.72932,46.37543,295.0,rural,background,1.0,0.0
usa_-149.455255_61.598796,PM,usa,-149.455255,61.598796,102.0,urban,background,1.0,0.0
ind_87.012947_25.265194,PM,ind,87.012947,25.265194,,urban,background,0.0,0.0
usa_-120.121113_48.36451,PM,usa,-120.121113,48.36451,492.0,rural,background,1.0,0.0
ind_73.159121_19.235581,PM,ind,73.159121,19.235581,,urban,background,0.0,0.0
aus_147.122_-41.595,PM,aus,147.122,-41.595,,urban,non-background,0.0,0.0
tha_99.038639_18.567194,PM,tha,99.038639,18.567194,,urban,non-background,0.0,0.0
usa_-95.691927_39.04,PM,usa,-95.691927,39.04,290.0,urban,background,1.0,0.0
ind_79.95777_23.218135,PM,ind,79.95777,23.218135,,urban,background,0.0,0.0
chn_119.93_28.4586,PM,chn,119.93,28.4586,,urban,non-background,0.0,0.0
usa_-156.378015_20.912066,PM,usa,-156.378015,20.912066,0.0,rural,non-background,1.0,0.0
can_-120.848363_56.245855,PM,can,-120.848363,56.245855,692.0,urban,non-background,1.0,0.0
usa_-120.528677_46.585127,PM,usa,-120.528677,46.585127,350.0,urban,non-background,1.0,0.0
can_-73.558874_45.602846,PM,can,-73.558874,45.602846,51.0,urban,non-background,1.0,0.0
usa_-119.77319_36.781333,PM,usa,-119.77319,36.781333,96.0,urban,background,1.0,1.0
kor_127.0847_37.7919,PM,kor,127.0847,37.7919,,urban,background,0.0,0.0
usa_-87.532289_37.974436,PM,usa,-87.532289,37.974436,118.0,urban,background,1.0,0.0
chn_106.512_29.5164,PM,chn,106.512,29.5164,,urban,non-background,0.0,0.0
ind_76.9435879_8.5149093,PM,ind,76.9435879,8.5149093,,urban,non-background,0.0,0.0
usa_-73.297257_41.821342,PM,usa,-73.297257,41.821342,505.0,rural,background,1.0,1.0
bra_-43.23695_-19.63580556,PM,bra,-43.23695,-19.63580556,,urban,background,0.0,0.0
kor_128.711016_35.869104,PM,kor,128.711016,35.869104,,urban,background,0.0,0.0
ind_76.5623046_30.0325454,PM,ind,76.5623046,30.0325454,,urban,background,0.0,0.0
usa_-81.908827_39.442165,PM,usa,-81.908827,39.442165,200.0,rural,background,1.0,1.0
aus_146.146_-41.159,PM,aus,146.146,-41.159,,urban,non-background,0.0,0.0
tha_102.50620686398_13.689028480765,PM,tha,102.50620686398,13.689028480765,,urban,background,0.0,0.0
usa_-104.991037_39.740342,PM,usa,-104.991037,39.740342,1597.0,urban,background,1.0,0.0
usa_-84.83845_38.219433,PM,usa,-84.83845,38.219433,205.0,urban,non-background,1.0,0.0
usa_-123.35264_39.41174,PM,usa,-123.35264,39.41174,424.0,urban,background,1.0,0.0
